Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57208235546,57208235546,Nash-equilibria for stochastic games with total reward functions: An approach through Markov decision processes,"González-Padilla, F.J.| Montes-De-Oca, R.",2.0,57208235546| 6603630185,2019.0,2019-01-01,Kybernetika,55,1,152-165,-,ISSN-00235954,24449.0,Journal,Institute of Information Theory and Automation of The Czech Academy of Sciences,English,0.33,77,1,74,0.241,59,0.34,9.0,1.0,0.0,12.7,73.0,75.0,0.0,0.0,"González-Padilla, F.J., Montes-De-Oca, R. (2019).Nash-equilibria for stochastic games with total reward functions: An approach through Markov decision processes. Kybernetika,55(1) 152-165",https://www.scopus.com/record/display.url?eid=2-s2.0-85064215996&origin=resultslist,10.14736/kyb-2019-1-0152,Article,Green,2-s2.0-85064215996,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,57208235546,6603630185,-,-,Mexico,1.0,1702| 1710| 1712| 2207| 2208| 2614,Artificial Intelligence| Information Systems| Software| Control and Systems Engineering| Electrical and Electronic Engineering| Theoretical Computer Science,2,Engineering & Technology,213| 212| 249| 221,Data Science| Computer Science & Information Systems| Engineering - Petroleum| Engineering - Electrical & Electronic,38| 36| 37,Computer Science| Engineering| Physical Sciences,49,Mathematical Sciences,4905,Statistics,-,Reinforcement Learning Applications in Autonomous Systems,679,91.432,Optimal Control in Markov Decision Processes,8392,78.531,Defensible,2019.0,1.0,N/A,"González-Padilla, F.J.| Montes-De-Oca, R.",Universidad Autónoma Metropolitana,Mexico,0
