Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
36057074100,36057074100,Modularization Method to Reuse Medical Knowledge Graphs,"Bravo, M.| González-Villarreal, D.| Reyes-Ortiz, J.A.| Sánchez-Martínez, L.D.",4.0,56000907900| 57980256400| 57188692429| 36057074100,2022.0,2022-11-01,Applied Sciences (Switzerland),12,22,-,11816,ISSN-20763417,21100829268.0,Journal,MDPI,English,0.98,31,4.5,25,0.492,34,0.55,14.0,2.0,0.15,13.57,63.0,72.0,0.0,0.0,"Bravo, M., González-Villarreal, D., Reyes-Ortiz, J.A. and 1 more (...) (2022).Modularization Method to Reuse Medical Knowledge Graphs. Applied Sciences (Switzerland),12(22) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85142537078&origin=resultslist,10.3390/app122211816,Article,Gold|Green,2-s2.0-85142537078,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,56000907900,36057074100,56000907900,-,Mexico,1.0,1507| 1508| 1706| 2200| 2500| 3105,Fluid Flow and Transfer Processes| Process Chemistry and Technology| Computer Science Applications| General Engineering| General Materials Science| Instrumentation,4| 2,Natural Sciences| Engineering & Technology,212| 213| 219| 249| 439| 433,Computer Science & Information Systems| Data Science| Engineering - Chemical| Engineering - Petroleum| Physics & Astronomy| Materials Science,36| 38| 37,Engineering| Computer Science| Physical Sciences,MD,Multidisciplinary,MD,Multidisciplinary,-,Semantic Web Technologies for Enhanced Data Integration,94,49.509,Modular Ontologies for Enhanced Knowledge Representation,33078,38.329,Very Good,2022.0,2.0,N/A,"Bravo, M.| González-Villarreal, D.| Reyes-Ortiz, J.A.| Sánchez-Martínez, L.D.",Universidad Autónoma Metropolitana,Mexico,0
