Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57038967100,57038967100,Experimental behavior of a masonry wall supported on a RC twoway slab,"Gómez-Bernal, A.| Manzanares-Ponce, D.A.| Vargas-Arguello, O.| Arellano-Méndez, E.| Juárez-García, H.| González-Cuevas, O.M.",6.0,55353393600| 57039068800| 57039118400| 57038967100| 7202281835| 23093722500,2015.0,2015-12-01,DYNA (Colombia),82,194,96-103,-,ISSN-00127353,12600154771.0,Journal,Universidad Nacional de Colombia,English,0.65,52,0.8,54,0.238,49,0.8,58.0,1.0,0.29,3.47,72.0,56.0,0.0,0.0,"Gómez-Bernal, A., Manzanares-Ponce, D.A., Vargas-Arguello, O. and 3 more (...) (2015).Experimental behavior of a masonry wall supported on a RC twoway slab. DYNA (Colombia),82(194) 96-103",https://www.scopus.com/record/display.url?eid=2-s2.0-84953205588&origin=resultslist,10.15446/dyna.v82n194.46333,Article,Gold,2-s2.0-84953205588,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60023193,Universidad Autónoma Metropolitana - Azcapotzalco,55353393600,23093722500,-,-,Mexico,1.0,2200,General Engineering,2,Engineering & Technology,-,-,36,Engineering,40| 51,Engineering| Physical Sciences,5199| 4005| 4004,Other physical sciences| Civil engineering| Chemical engineering,-,Seismic Resilience in Structural Design and Analysis,328,87.443,Structural Innovations in Seismic Resilience for Tall Buildings,65016,44.021,Defensible,2015.0,1.0,N/A,"Gómez-Bernal, A.| Manzanares-Ponce, D.A.| Vargas-Arguello, O.| Arellano-Méndez, E.| Juárez-García, H.| González-Cuevas, O.M.",Universidad Autónoma Metropolitana,Mexico,0
