Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
6604050311,6604050311,Left Invariant Semi Riemannian Metrics on Quadratic Lie Groups,"Bromberg, S.| Medina, A.| Villabón, A.",3.0,6604050311| 55663374500| 57200984050,2024.0,2024-01-01,Journal of Lie Theory,34,4,975-996,-,ISSN-09495932,23933.0,Journal,Heldermann Verlag,English,0.61,55,0.9,74,0.427,53,0.0,0.0,0.0,0.0,1.54,70.0,70.0,0.0,0.0,"Bromberg, S., Medina, A., Villabón, A. (2024).Left Invariant Semi Riemannian Metrics on Quadratic Lie Groups. Journal of Lie Theory,34(4) 975-996",https://www.scopus.com/record/display.url?eid=2-s2.0-105011332523&origin=resultslist,-,Article,,2-s2.0-105011332523,-,Université de Montpellier| Universidad Autónoma Metropolitana| CNRS| Universidad Nacional Abierta y a Distancia,314084| 505017| 314004| 718685,Academic| Government,4.0,60028381| 60008134| 60108552| 60108488| 60110583,Universidad Autónoma Metropolitana -Unidad Iztapalapa| CNRS Centre National de la Recherche Scientifique| Institut Montpelliérain Alexander Grothendieck| Université de Montpellier| Universidad Nacional Abierta y a Distancia,6604050311,57200984050,-,-,Mexico| Colombia| France,3.0,2602,Algebra and Number Theory,4,Natural Sciences,431,Mathematics,37,Physical Sciences,49,Mathematical Sciences,4904,Pure mathematics,-,Geometric Structures and Curvature in Manifolds,739,16.939,Homogeneous Metrics and Lie Group Structures,16984,67.755,Definitive,2024.0,0.0,N/A,"Bromberg, S.| Medina, A.| Villabón, A.",Université de Montpellier| Universidad Autónoma Metropolitana| CNRS| Universidad Nacional Abierta y a Distancia,Mexico| Colombia| France,0
