Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57936234200,57936234200,RE-THINKING TECHNOPOLITICS FROM 2012 AND 2018 MEXICAN PRESIDENTIAL ELECTIONS,"Rojo, I.D.J.P.| Sánchez, A.A.C.| Díaz, I.D.R.",3.0,57701516400| 57936234200| 57936234300,2022.0,2022-01-01,Index.comunicacion,12,1,99-120,-,ISSN-24443239,21101070212.0,Journal,Rey Juan Carlos University,Spanish,0.5,64,0.8,15,0.269,10,0.99,20.0,2.0,0.91,2.19,63.0,32.0,0.0,0.0,"Rojo, I.D.J.P., Sánchez, A.A.C., Díaz, I.D.R. (2022).RE-THINKING TECHNOPOLITICS FROM 2012 AND 2018 MEXICAN PRESIDENTIAL ELECTIONS. Index.comunicacion,12(1) 99-120",https://www.scopus.com/record/display.url?eid=2-s2.0-85140336438&origin=resultslist,10.33732/IXC/12/01REPENS,Article,Gold|Green,2-s2.0-85140336438,-,Universidad Autonoma de Baja California| Universidad Autónoma Metropolitana,505046| 505017,Academic,2.0,60005618| 60112837,Universidad Autónoma de Baja California| Universidad Autónoma Metropolitana-Lerma,57701516400,57936234300,-,-,Mexico,1.0,1213| 3315,Visual Arts and Performing Arts| Communication,3| 1,Social Sciences & Management| Arts & Humanities,311| 136,Communication & Media Studies| Performing Arts,33| 40,Arts and Humanities| Social Sciences,-,-,-,-,-,"Intersections of Literature, Philosophy, and Visual Arts",1248,4.12,Philosophical Explorations of Nietzsche and Deleuze,21432,18.687,Very Good,2022.0,2.0,N/A,"Rojo, I.D.J.P.| Sánchez, A.A.C.| Díaz, I.D.R.",Universidad Autonoma de Baja California| Universidad Autónoma Metropolitana,Mexico,0
