Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57209800680,57209800680,Child neglect: A comprehensive look at its frequency and associated factors,"García-Cruz, A.H.| García-Piña, C.A.| Orihuela-García, S.",3.0,57209804693| 51963737800| 57209800680,2019.0,2019-01-01,Acta Pediatrica de Mexico,40,4,199-210,-,ISSN-01862391,21100395059.0,Journal,Instituto Nacional de Pediatria,Spanish,0.13,88,0.2,88,0.122,86,3.01,85.0,9.0,0.31,6.52,42.0,58.0,0.0,0.0,"García-Cruz, A.H., García-Piña, C.A., Orihuela-García, S. (2019).Child neglect: A comprehensive look at its frequency and associated factors. Acta Pediatrica de Mexico,40(4) 199-210",https://www.scopus.com/record/display.url?eid=2-s2.0-85068775171&origin=resultslist,10.18233/APM40No4pp199-2101851,Article,Gold,2-s2.0-85068775171,-,Universidad Autónoma Metropolitana| Instituto Nacional de Pediatria,505017| 505041,Academic| Government,2.0,60004914| 60010210,Instituto Nacional de Pediatría| Universidad Autónoma Metropolitana Unidad Xochimilco,57209804693,57209800680,57209804693,-,Mexico,1.0,2735,"Pediatrics, Perinatology and Child Health",5,Life Sciences & Medicine,532,Medicine,34,Medical and Health,32,Biomedical And Clinical Sciences,3213| 3203| 3202,Paediatrics| Dentistry| Clinical sciences,SDG 16,Childhood Abuse and Family Dynamics Impact,446,79.267,Child Welfare Innovations in Substance Abuse Treatment,15337,73.039,Defensible,2019.0,9.0,N/A,"García-Cruz, A.H.| García-Piña, C.A.| Orihuela-García, S.",Universidad Autónoma Metropolitana| Instituto Nacional de Pediatria,Mexico,0
