Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
59349989100,59349989100,Does digital literacy foster disbelief in fake news? Efficacy of attitudes and strategies against disinformation in Mexico,"Echeverría, M.| Rodríguez Cano, C.A.",2.0,57194177532| 59349989100,2023.0,2023-09-01,Revista de Comunicacion,22,2,79-95,-,ISSN-16840933,21100863482.0,Journal,University of Piura,Spanish,1.09,23,2.7,9,0.585,25,7.92,150.0,6.0,1.66,3.62,34.0,17.0,0.0,0.0,"Echeverría, M., Rodríguez Cano, C.A. (2023).Does digital literacy foster disbelief in fake news? Efficacy of attitudes and strategies against disinformation in Mexico. Revista de Comunicacion,22(2) 79-95",https://www.scopus.com/record/display.url?eid=2-s2.0-85174044343&origin=resultslist,10.26441/RC22.2-2023-3246,Article,Gold|Green,2-s2.0-85174044343,-,Benemerita Universidad Autonoma de Puebla| Universidad Autónoma Metropolitana,505001| 505017,Academic,2.0,60024830| 60024080,Benemérita Universidad Autónoma de Puebla| Universidad Autónoma Metropolitana Unidad Cuajimalpa,57194177532,59349989100,-,-,Mexico,1.0,3315| 3316,Communication| Cultural Studies,3,Social Sciences & Management,311,Communication & Media Studies,40,Social Sciences,35| 36| 47,"Commerce, Management, Tourism And Services| Creative Arts And Writing| Language, Communication And Culture",3605| 3506| 4701,Screen and digital media| Marketing| Communication and media studies,-,Health Literacy and Social Media in Patient Care,494,90.386,Misinformation and Social Media Dynamics in COVID-19,3505,99.835,Definitive,2023.0,6.0,N/A,"Echeverría, M.| Rodríguez Cano, C.A.",Benemerita Universidad Autonoma de Puebla| Universidad Autónoma Metropolitana,Mexico,0
