Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
58497043200,58497043200,Quantification of primary PM2.5 Mass Exchange in three Mexican Megalopolis Metropolitan Areas,"Hernández-Moreno, A.| Trujillo-Páez, F.I.| Mugica-Álvarez, V.",3.0,55627384000| 58497043200| 57204835583,2023.0,2023-09-01,Urban Climate,51,-,-,101608,ISSN-22120955,21100220478.0,Journal,Elsevier B.V.,English,1.34,15,9.7,5,1.318,7,0.84,19.0,5.0,0.55,9.17,38.0,46.0,0.0,0.0,"Hernández-Moreno, A., Trujillo-Páez, F.I., Mugica-Álvarez, V. (2023).Quantification of primary PM2.5 Mass Exchange in three Mexican Megalopolis Metropolitan Areas. Urban Climate,51",https://www.scopus.com/record/display.url?eid=2-s2.0-85165272437&origin=resultslist,10.1016/j.uclim.2023.101608,Article,Green,2-s2.0-85165272437,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923| 60023193,Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana - Azcapotzalco,55627384000,57204835583,57204835583,-,Mexico,1.0,1902| 2301| 3305| 3322,"Atmospheric Science| Environmental Science (miscellaneous)| Geography, Planning and Development| Urban Studies",2| 4| 3,Engineering & Technology| Natural Sciences| Social Sciences & Management,416| 106| 425| 424| 451| 450,Earth & Marine Sciences| Architecture| Geography| Environmental Sciences| Geophysics| Geology,37| 40,Physical Sciences| Social Sciences,44| 37,Human Society| Earth Sciences,4406| 3702,Human geography| Climate change science,SDG 11,Atmospheric Aerosol Emissions and Pollution Dynamics,23,96.795,Air Quality Dynamics in Urban Mexico,29119,39.589,Definitive,2023.0,5.0,N/A,"Hernández-Moreno, A.| Trujillo-Páez, F.I.| Mugica-Álvarez, V.",Universidad Autónoma Metropolitana,Mexico,0
