Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57218893669,57218893669,On the sequestration of polycyclic aromatic hydrocarbons in aged artificial soil,"Gómez-Flores, P.| Gutiérrez-Rojas, M.| Motolinia-Alcántara, E.A.| Ontiveros-Campos, G.M.| Trejo-Aguilar, G.M.",5.0,57218403592| 6603961112| 57218894205| 57218893669| 8936757500,2020.0,2020-01-01,Revista Mexicana de Ingeniera Quimica,19,-,59-68,-,ISSN-16652738,19900192431.0,Journal,Universidad Autonoma Metropolitana Iztapalapa,English,0.84,41,2.2,53,0.288,57,0.51,20.0,2.0,0.14,14.64,68.0,70.0,0.0,0.0,"Gómez-Flores, P., Gutiérrez-Rojas, M., Motolinia-Alcántara, E.A. and 2 more (...) (2020).On the sequestration of polycyclic aromatic hydrocarbons in aged artificial soil. Revista Mexicana de Ingeniera Quimica,1959-68",https://www.scopus.com/record/display.url?eid=2-s2.0-85090017210&origin=resultslist,10.24275/rmiq/IA1525,Article,Hybrid gold,2-s2.0-85090017210,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,57218403592,8936757500,8936757500,-,Mexico,1.0,1500,General Chemical Engineering,2,Engineering & Technology,219,Engineering - Chemical,36,Engineering,31| 40| 30,"Biological Sciences| Engineering| Agricultural, Veterinary And Food Sciences",3006| 3106| 4004,Food sciences| Industrial biotechnology| Chemical engineering,-,Organic Matter Dynamics in Environmental Systems,768,69.719,Sorption Dynamics of Organic Contaminants in Soils,1796,88.325,Very Good,2020.0,2.0,N/A,"Gómez-Flores, P.| Gutiérrez-Rojas, M.| Motolinia-Alcántara, E.A.| Ontiveros-Campos, G.M.| Trejo-Aguilar, G.M.",Universidad Autónoma Metropolitana,Mexico,0
