Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
56000856300,56000856300,Wave propagation through a spacetime containing thin concentric shells of matter,"Acuña-Cárdenas, R.O.| Sarbach, O.| Tessieri, L.",3.0,57200291968| 56000856300| 6701431466,2024.0,2024-11-15,Physical Review D,110,10,-,104064,ISSN-24700010,21100779241.0,Journal,American Physical Society,English,1.23,20,9,8,1.458,6,0.24,2.0,1.0,0.16,6.19,56.0,66.0,0.0,0.0,"Acuña-Cárdenas, R.O., Sarbach, O., Tessieri, L. (2024).Wave propagation through a spacetime containing thin concentric shells of matter. Physical Review D,110(10) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85210923228&origin=resultslist,10.1103/PhysRevD.110.104064,Article,,2-s2.0-85210923228,-,Universidad Autónoma Metropolitana| Universidad Michoacana de San Nicolas de Hidalgo,505017| 505022,Academic,2.0,60032816| 60024080,Universidad Michoacana de San Nicolás de Hidalgo| Universidad Autónoma Metropolitana Unidad Cuajimalpa,57200291968,6701431466,-,-,Mexico,1.0,3106,Nuclear and High Energy Physics,4,Natural Sciences,439,Physics & Astronomy,37,Physical Sciences,51,Physical Sciences,5106| 5107| 5101,Nuclear and plasma physics| Particle and high energy physics| Astronomical sciences,-,Interplay of Quantum Gravity and Cosmological Models,22,91.302,the Dynamics of Wormholes and Black Holes,9323,95.589,Definitive,2024.0,1.0,N/A,"Acuña-Cárdenas, R.O.| Sarbach, O.| Tessieri, L.",Universidad Autónoma Metropolitana| Universidad Michoacana de San Nicolas de Hidalgo,Mexico,0
