Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57227263500,57227263500,A note on producing supercooled water in the laboratory,"Amisaday Zarco-Delgado, I.| Núñez-Yépez, H.N.| Salas-Brito, A.L.",3.0,57227263500| 6701913597| 56013859000,2021.0,2021-07-01,Revista Mexicana de Fisica E,18,2,-,020210,ISSN-18703542,21100874216.0,Journal,Sociedad Mexicana de Fisica,English,0.41,70,0.7,75,0.201,77,0.33,8.0,0.0,0.0,10.18,82.0,79.0,0.0,0.0,"Amisaday Zarco-Delgado, I., Núñez-Yépez, H.N., Salas-Brito, A.L. (2021).A note on producing supercooled water in the laboratory. Revista Mexicana de Fisica E,18(2) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85113308118&origin=resultslist,10.31349/REVMEXFISE.18.020210,Article,Gold,2-s2.0-85113308118,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381| 60014923| 60023193,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana - Azcapotzalco,57227263500,56013859000,-,-,Mexico,1.0,3100| 3304,General Physics and Astronomy| Education,3| 4,Social Sciences & Management| Natural Sciences,439| 318,Physics & Astronomy| Education & Training,37| 41,Physical Sciences| Education Studies,51,Physical Sciences,5103| 5199| 5107,Classical physics| Other physical sciences| Particle and high energy physics,-,Molecular Dynamics and Hydrogen Bonding in Water,191,75.474,Hydrogen Bond Dynamics and Phase Transitions in Water,1732,94.248,Defensible,2021.0,0.0,N/A,"Amisaday Zarco-Delgado, I.| Núñez-Yépez, H.N.| Salas-Brito, A.L.",Universidad Autónoma Metropolitana,Mexico,0
