Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
55770397200,55770397200,Original Research Article Synthesis of copper hydroxyphosphate under the principles of green chemistry,"Fernández-Sánchez, L.| Gutiérrez-Arzaluz, M.",2.0,55770397200| 57200124453,2022.0,2022-01-01,Applied Chemical Engineering,5,2,20-26,1637,ISSN-25782010,21101089569.0,Journal,"EnPress Publisher, LLC",English,0.04,94,0.1,95,-,-,0.19,5.0,1.0,0.06,15.67,70.0,79.0,0.0,0.0,"Fernández-Sánchez, L., Gutiérrez-Arzaluz, M. (2022).Original Research Article Synthesis of copper hydroxyphosphate under the principles of green chemistry. Applied Chemical Engineering,5(2) 20-26",https://www.scopus.com/record/display.url?eid=2-s2.0-85141857867&origin=resultslist,10.24294/ace.v5i2.1637,Article,Gold,2-s2.0-85141857867,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60023193,Universidad Autónoma Metropolitana - Azcapotzalco,55770397200,57200124453,55770397200,-,Mexico,1.0,1501| 1508| 2304| 2310,Chemical Engineering (miscellaneous)| Process Chemistry and Technology| Environmental Chemistry| Pollution,4| 2| 3,Natural Sciences| Engineering & Technology| Social Sciences & Management,424| 249| 219,Environmental Sciences| Engineering - Petroleum| Engineering - Chemical,36| 37,Engineering| Physical Sciences,-,-,-,-,-,Uranium Contamination and Environmental Impacts,1206,56.835,Copper Hydroxyphosphate: Structure and Catalytic Properties,89766,32.55,Definitive,2022.0,1.0,N/A,"Fernández-Sánchez, L.| Gutiérrez-Arzaluz, M.",Universidad Autónoma Metropolitana,Mexico,0
