Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
58160782500,58160782500,Short-circuit Impedance Calculation of 25 MVA Autotransformer with Tertiary Winding using FEM,"Jimenez-Mondragon, V.M.| Fernandez Carrazana, V.J.| Olivares Galvan, J.C.| Ocon Valdez, R.",4.0,55804415200| 58160782500| 24081213500| 35174791700,2023.0,2023-03-01,IEEE Latin America Transactions,21,3,498-504,-,ISSN-15480992,19700181218.0,Journal,IEEE Computer Society,Spanish,0.58,56,3.5,43,0.37,50,0.58,12.0,2.0,0.16,12.26,56.0,69.0,0.0,0.0,"Jimenez-Mondragon, V.M., Fernandez Carrazana, V.J., Olivares Galvan, J.C. and 1 more (...) (2023).Short-circuit Impedance Calculation of 25 MVA Autotransformer with Tertiary Winding using FEM. IEEE Latin America Transactions,21(3) 498-504",https://www.scopus.com/record/display.url?eid=2-s2.0-85151051824&origin=resultslist,10.1109/TLA.2023.10068838,Article,,2-s2.0-85151051824,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60023193| 60032442,Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Nacional Autónoma de México,55804415200,35174791700,24081213500,-,Mexico,1.0,1700| 2208,General Computer Science| Electrical and Electronic Engineering,2,Engineering & Technology,221| 212| 249,Engineering - Electrical & Electronic| Computer Science & Information Systems| Engineering - Petroleum,38| 36,Computer Science| Engineering,40,Engineering,-,-,-,Magnetic Field Analysis and Motor Design,313,63.309,Magnetic Field Optimization in Power Transformers,34035,50.76,Definitive,2023.0,2.0,N/A,"Jimenez-Mondragon, V.M.| Fernandez Carrazana, V.J.| Olivares Galvan, J.C.| Ocon Valdez, R.",Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,Mexico,0
