Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
9639258100,9639258100,SBA-type mesoporous materials with cylindrical and spherical structures for the controlled loading and release of ibuprofen,"Quevedo, G.P.| Celis, A.C.| Ordonez, C.V.| Martinez, M.L.O.",4.0,53880420700| 9639258100| 55606511000| 57188580713,2018.0,2018-02-01,Journal of Sol-Gel Science and Technology,85,2,486-494,-,ISSN-09280707,21188.0,Journal,Springer New York LLC,English,0.73,48,3.1,29,0.489,37,1.6,48.0,6.0,0.24,12.69,51.0,62.0,0.0,0.0,"Quevedo, G.P., Celis, A.C., Ordonez, C.V. and 1 more (...) (2018).SBA-type mesoporous materials with cylindrical and spherical structures for the controlled loading and release of ibuprofen. Journal of Sol-Gel Science and Technology,85(2) 486-494",https://www.scopus.com/record/display.url?eid=2-s2.0-85038405466&origin=resultslist,10.1007/s10971-017-4560-3,Article,,2-s2.0-85038405466,-,Universidad Autónoma Metropolitana| Universidad de Guadalajara,505017| 505019,Academic,2.0,60008943| 60028381,Universidad de Guadalajara| Universidad Autónoma Metropolitana -Unidad Iztapalapa,53880420700,57188580713,57188580713,-,Mexico,1.0,1600| 2502| 2503| 2504| 2505| 3104,"General Chemistry| Biomaterials| Ceramics and Composites| Electronic, Optical and Magnetic Materials| Materials Chemistry| Condensed Matter Physics",4,Natural Sciences,409| 439| 433,Chemistry| Physics & Astronomy| Materials Science,36| 37,Engineering| Physical Sciences,40,Engineering,4016,Materials engineering,-,Multifunctional Nanoparticles in Cancer Treatment,129,98.561,Mesoporous Silica Nanoparticles in Targeted Drug Delivery,1257,99.122,Definitive,2018.0,6.0,N/A,"Quevedo, G.P.| Celis, A.C.| Ordonez, C.V.| Martinez, M.L.O.",Universidad Autónoma Metropolitana| Universidad de Guadalajara,Mexico,0
