Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57369239000,57369239000,The dispute over wastewater in Mexico as a paradoxical ecological-distributive confl ict,"Salazar, E.M.G.| Carrasco, M.E.F.",2.0,57369239000| 57369600300,2021.0,2021-01-01,Regions and Cohesion,11,3,54-79,-,ISSN-2152906X,21100448230.0,Journal,Berghahn Journals,Spanish,0.46,67,0.7,57,0.203,57,0.66,22.0,2.0,0.22,9.14,66.0,66.0,0.0,0.0,"Salazar, E.M.G., Carrasco, M.E.F. (2021).The dispute over wastewater in Mexico as a paradoxical ecological-distributive confl ict. Regions and Cohesion,11(3) 54-79",https://www.scopus.com/record/display.url?eid=2-s2.0-85120966440&origin=resultslist,10.3167/reco.2021.110305,Article,Gold,2-s2.0-85120966440,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923| 60012170,Universidad Autónoma Metropolitana| Universidad de la Sierra,57369239000,57369600300,57369239000,-,Mexico,1.0,2306| 3305| 3320,"Global and Planetary Change| Geography, Planning and Development| Political Science and International Relations",3| 2,Social Sciences & Management| Engineering & Technology,425| 424| 340,Geography| Environmental Sciences| Politics & International Studies,40| 37,Social Sciences| Physical Sciences,33| 44,Built Environment And Design| Human Society,4404| 3304| 4407,Development studies| Urban and regional planning| Policy and administration,SDG 1| SDG 6,Seismic Response and Ground Motion Modeling Insights,1076,33.944,Water Management Challenges in Urban Mexico,33675,54.442,Very Good,2021.0,2.0,N/A,"Salazar, E.M.G.| Carrasco, M.E.F.",Universidad Autónoma Metropolitana,Mexico,0
