Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
56013726000,56013726000,Acetylcholinesterase inhibition and antioxidant activity properties of Petiveria alliacea L.,"Zavala-Ocampo, L.M.| Aguirre-Hernández, E.| López-Camacho, P.Y.| Cárdenas-Vázquez, R.| Dorazco-González, A.| Basurto-Islas, G.",6.0,57195525205| 56013590200| 56013726000| 57577505700| 13805336900| 56013598800,2022.0,2022-06-28,Journal of Ethnopharmacology,292,-,-,115239,ISSN-03788741,23015.0,Journal,Elsevier Ireland Ltd,English,1.45,14,8.6,18,0.833,25,20.6,358.0,24.0,2.05,10.73,13.0,12.0,0.0,0.0,"Zavala-Ocampo, L.M., Aguirre-Hernández, E., López-Camacho, P.Y. and 3 more (...) (2022).Acetylcholinesterase inhibition and antioxidant activity properties of Petiveria alliacea L.. Journal of Ethnopharmacology,292",https://www.scopus.com/record/display.url?eid=2-s2.0-85128336316&origin=resultslist,10.1016/j.jep.2022.115239,Article,,2-s2.0-85128336316,35358623,Universidad de Guanajuato| Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505020| 505017| 505023,Academic,3.0,60024080| 60032442| 60033291,Universidad Autónoma Metropolitana Unidad Cuajimalpa| Universidad Nacional Autónoma de México| Universidad de Guanajuato,57195525205,56013598800,56013590200| 56013598800,-,Mexico,1.0,3002| 3004,Drug Discovery| Pharmacology,5,Life Sciences & Medicine,537,Pharmacy & Pharmacology,34,Medical and Health,42| 32,Health Sciences| Biomedical And Clinical Sciences,3214| 4208,"Pharmacology and pharmaceutical sciences| Traditional, complementary and integrative medicine",-,Flavonoids and Their Impact on Health,124,91.825,Phytochemical Insights into Petiveria alliacea Benefits,80199,63.117,Very Good,2022.0,24.0,N/A,"Zavala-Ocampo, L.M.| Aguirre-Hernández, E.| López-Camacho, P.Y.| Cárdenas-Vázquez, R.| Dorazco-González, A.| Basurto-Islas, G.",Universidad de Guanajuato| Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,Mexico,0
56013726000,56013726000,Antioxidant activity of cerium oxide as a function of europium doped content,"Hernández-Castillo, Y.| García-Hernández, M.| López-Marure, A.| Luna-Domínguez, J.H.| López-Camacho, P.Y.| Morales-Ramírez, Á.D.J.",6.0,57204432256| 34871951700| 56481682700| 57203800990| 56013726000| 57202562616,2019.0,2019-02-01,Ceramics International,45,2,2303-2308,-,ISSN-02728842,21522.0,Journal,Elsevier Ltd,English,1.29,18,6.1,11,0.891,17,1.42,54.0,24.0,0.52,13.52,21.0,46.0,0.0,0.0,"Hernández-Castillo, Y., García-Hernández, M., López-Marure, A. and 3 more (...) (2019).Antioxidant activity of cerium oxide as a function of europium doped content. Ceramics International,45(2) 2303-2308",https://www.scopus.com/record/display.url?eid=2-s2.0-85055483140&origin=resultslist,10.1016/j.ceramint.2018.10.145,Article,,2-s2.0-85055483140,-,"Tecnológico Nacional de México, Mexico City| Universidad Autónoma de Tamaulipas| Universidad Autónoma Metropolitana| Instituto Tecnológico de Ciudad Madero| Instituto Politécnico Nacional",719128| 714293| 505017| 718000| 505011,Academic,5.0,60019176| 60082564| 60134870| 60019607| 60024080| 60006489,Instituto Politécnico Nacional| Instituto Tecnológico de Ciudad Madero| Tecnológico Nacional de México| Universidad Autónoma de Tamaulipas| Universidad Autónoma Metropolitana Unidad Cuajimalpa| Escuela Superior de Ingenieria Quimica e Industrias Extractivas,57204432256,57202562616,34871951700,-,Mexico,1.0,1508| 2503| 2504| 2505| 2508,"Process Chemistry and Technology| Ceramics and Composites| Electronic, Optical and Magnetic Materials| Materials Chemistry| Surfaces, Coatings and Films",2| 4,Engineering & Technology| Natural Sciences,219| 249| 433,Engineering - Chemical| Engineering - Petroleum| Materials Science,36,Engineering,36| 40| 34,Creative Arts And Writing| Engineering| Chemical Sciences,-,-,-,Luminescent Phosphors and Upconversion Nanomaterials Applications,58,96.01,Ceria Nanoparticles in Catalytic Applications,1556,98.565,Very Good,2019.0,24.0,N/A,"Hernández-Castillo, Y.| García-Hernández, M.| López-Marure, A.| Luna-Domínguez, J.H.| López-Camacho, P.Y.| Morales-Ramírez, Á.D.J.","Tecnológico Nacional de México, Mexico City| Universidad Autónoma de Tamaulipas| Universidad Autónoma Metropolitana| Instituto Tecnológico de Ciudad Madero| Instituto Politécnico Nacional",Mexico,0
56013726000,56013726000,"Fullerenemalonates inhibit amyloid beta aggregation, in vitro and in silico evaluation","Melchor, M.-H.| Susana, F.-G.| Francisco, G.-S.| Beltran, H.I.| Norma, R.-F.| Lerma-Romero, J.A.| Lopez-Camacho, P.-Y.| Gustavo, B.-I.",8.0,57204894076| 57204894139| 57204898265| 6603666134| 7003741566| 57204902787| 56013726000| 56013598800,2018.0,2018-01-01,RSC Advances,8,69,39667-39677,-,ISSN-20462069,21100199840.0,Journal,Royal Society of Chemistry,English,0.8,43,6.5,11,0.807,19,0.72,27.0,23.0,0.62,12.92,24.0,41.0,0.0,0.0,"Melchor, M.-H., Susana, F.-G., Francisco, G.-S. and 5 more (...) (2018).Fullerenemalonates inhibit amyloid beta aggregation, in vitro and in silico evaluation. RSC Advances,8(69) 39667-39677",https://www.scopus.com/record/display.url?eid=2-s2.0-85057737857&origin=resultslist,10.1039/c8ra07643j,Article,Gold|Green,2-s2.0-85057737857,-,Consejo Nacional de Ciencia y Tecnologia Mexico| Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional| Universidad Autónoma Metropolitana| Universidad de Guanajuato| Instituto Politécnico Nacional| Universidad Nacional Autónoma de México| Technische Universität Darmstadt,704696| 505002| 505017| 505020| 505011| 505023| 309004,Government| Academic,7.0,60024080| 60027998| 60033291| 60011226| 60017323| 60019176| 60032442,"Universidad Autónoma Metropolitana Unidad Cuajimalpa| Secretaría de Ciencia, Humanidades, Tecnología e Innovación| Universidad de Guanajuato| Technische Universität Darmstadt| Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional| Instituto Politécnico Nacional| Universidad Nacional Autónoma de México",57204894076,56013598800,56013598800,-,Mexico| Germany,2.0,1500| 1600,General Chemical Engineering| General Chemistry,2| 4,Engineering & Technology| Natural Sciences,219| 409,Engineering - Chemical| Chemistry,36| 37,Engineering| Physical Sciences,34,Chemical Sciences,-,-,SDG 3,Fullerene Dynamics and Electronic Properties Exploration,1111,9.876,Fullerene Nanoparticles in Therapeutic Applications,6380,91.216,Very Good,2018.0,23.0,N/A,"Melchor, M.-H.| Susana, F.-G.| Francisco, G.-S.| Beltran, H.I.| Norma, R.-F.| Lerma-Romero, J.A.| Lopez-Camacho, P.-Y.| Gustavo, B.-I.",Consejo Nacional de Ciencia y Tecnologia Mexico| Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional| Universidad Autónoma Metropolitana| Universidad de Guanajuato| Instituto Politécnico Nacional| Universidad Nacional Autónoma de México| Technische Universität Darmstadt,Mexico| Germany,0
56013726000,56013726000,Neuroprotective effects of Petiveria alliacea on scopolamine-induced learning and memory impairment mouse model,"Zavala-Ocampo, L.M.| López-Camacho, P.Y.| Aguirre-Hernández, E.| Cárdenas-Vázquez, R.| Bonilla-Jaime, H.| Basurto-Islas, G.",6.0,57195525205| 56013726000| 56013590200| 57577505700| 8790024800| 56013598800,2024.0,2024-01-10,Journal of Ethnopharmacology,318,-,-,116881,ISSN-03788741,23015.0,Journal,Elsevier Ireland Ltd,English,1.58,11,10.4,11,1.142,20,2.17,62.0,14.0,2.4,5.84,10.0,10.0,0.0,0.0,"Zavala-Ocampo, L.M., López-Camacho, P.Y., Aguirre-Hernández, E. and 3 more (...) (2024).Neuroprotective effects of Petiveria alliacea on scopolamine-induced learning and memory impairment mouse model. Journal of Ethnopharmacology,318",https://www.scopus.com/record/display.url?eid=2-s2.0-85165557397&origin=resultslist,10.1016/j.jep.2023.116881,Article,,2-s2.0-85165557397,37460029,Universidad de Guanajuato| Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505020| 505017| 505023,Academic,3.0,60014923| 60024080| 60032442| 60033291,Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana Unidad Cuajimalpa| Universidad Nacional Autónoma de México| Universidad de Guanajuato,57195525205,56013598800,56013726000| 56013598800,-,Mexico,1.0,3002| 3004,Drug Discovery| Pharmacology,5,Life Sciences & Medicine,537,Pharmacy & Pharmacology,34,Medical and Health,42| 32,Health Sciences| Biomedical And Clinical Sciences,4208| 3214,"Traditional, complementary and integrative medicine| Pharmacology and pharmaceutical sciences",-,Flavonoids and Their Impact on Health,124,91.825,Phytochemical Insights into Petiveria alliacea Benefits,80199,63.117,Definitive,2024.0,14.0,N/A,"Zavala-Ocampo, L.M.| López-Camacho, P.Y.| Aguirre-Hernández, E.| Cárdenas-Vázquez, R.| Bonilla-Jaime, H.| Basurto-Islas, G.",Universidad de Guanajuato| Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,Mexico,0
56013726000,56013726000,"Low frequency vortex magnetic field reduces amyloid β aggregation, increase cell viability and protect from amyloid β toxicity","Maldonado-Moreles, A.| Cordova-Fraga, T.| Bonilla-Jaime, H.| Lopez-Camacho, P.Y.| Basurto-Islas, G.",5.0,26425232600| 6506905989| 8790024800| 56013726000| 56013598800,2021.0,2021-01-01,Electromagnetic Biology and Medicine,40,1,191-200,-,ISSN-15368378,14876.0,Journal,Taylor and Francis Ltd.,English,0.9,38,3.2,45,0.363,63,3.61,84.0,11.0,0.58,10.3,34.0,44.0,0.0,0.0,"Maldonado-Moreles, A., Cordova-Fraga, T., Bonilla-Jaime, H. and 2 more (...) (2021).Low frequency vortex magnetic field reduces amyloid β aggregation, increase cell viability and protect from amyloid β toxicity. Electromagnetic Biology and Medicine,40(1) 191-200",https://www.scopus.com/record/display.url?eid=2-s2.0-85092530607&origin=resultslist,10.1080/15368378.2020.1830288,Article,,2-s2.0-85092530607,33043710,Universidad de Guanajuato| Universidad Autónoma Metropolitana,505020| 505017,Academic,2.0,60014923| 60033291| 60028381| 60024080,Universidad Autónoma Metropolitana| Universidad de Guanajuato| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma Metropolitana Unidad Cuajimalpa,26425232600,56013598800,56013598800,-,Mexico,1.0,1304| 2701,Biophysics| Medicine (miscellaneous),5,Life Sciences & Medicine,507| 532,Biological Sciences| Medicine,32| 34,Life Sciences| Medical and Health,40| 31,Engineering| Biological Sciences,-,-,SDG 3,Electromagnetic Field Effects on Cellular Dynamics,1101,22.891,Effects of Electromagnetic Fields on Cellular Dynamics,5002,86.418,Very Good,2021.0,11.0,N/A,"Maldonado-Moreles, A.| Cordova-Fraga, T.| Bonilla-Jaime, H.| Lopez-Camacho, P.Y.| Basurto-Islas, G.",Universidad de Guanajuato| Universidad Autónoma Metropolitana,Mexico,0
56013726000,56013726000,Spondias mombin seed oil compounds identification by raman spectroscopy and NMR,"López-Camacho, P.Y.| Martínez-Espinosa, J.C.| Basurto-Islas, G.| Torres-Zarraga, A.| Márquez-Villa, J.M.| Macías-Alonso, M.| Marrero, J.G.",7.0,56013726000| 35180160400| 56013598800| 57222576995| 57222574405| 57215468643| 57226778223,2021.0,2021-03-02,Applied Sciences (Switzerland),11,6,-,2886,ISSN-20763417,21100829268.0,Journal,MDPI AG,English,1.02,31,3.7,27,0.507,31,1.17,36.0,9.0,0.44,13.59,38.0,51.0,0.0,0.0,"López-Camacho, P.Y., Martínez-Espinosa, J.C., Basurto-Islas, G. and 4 more (...) (2021).Spondias mombin seed oil compounds identification by raman spectroscopy and NMR. Applied Sciences (Switzerland),11(6) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85103247822&origin=resultslist,10.3390/app11062886,Article,Gold|Green,2-s2.0-85103247822,-,CIATEJ Guadalajara| Consejo Nacional de Ciencia y Tecnologia Mexico| Universidad de Guanajuato| Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,703030| 704696| 505020| 505017| 505011,Academic| Government,5.0,60014923| 60019176| 60033291| 60069653,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional| Universidad de Guanajuato| Centro de Investigación y Asistencia en Tecnologia y Diseño del Estado de Jalisco,56013726000,57226778223,35180160400,-,Mexico,1.0,1507| 1508| 1706| 2200| 2500| 3105,Fluid Flow and Transfer Processes| Process Chemistry and Technology| Computer Science Applications| General Engineering| General Materials Science| Instrumentation,2| 4,Engineering & Technology| Natural Sciences,213| 249| 433| 439| 219| 212,Data Science| Engineering - Petroleum| Materials Science| Physics & Astronomy| Engineering - Chemical| Computer Science & Information Systems,37| 38| 36,Physical Sciences| Computer Science| Engineering,MD,Multidisciplinary,MD,Multidisciplinary,SDG 3,Cholesterol Management and Antioxidant Properties in Oils,384,79.66,Spectroscopic Techniques for Edible Oil Authenticity,9241,96.669,Defensible,2021.0,9.0,N/A,"López-Camacho, P.Y.| Martínez-Espinosa, J.C.| Basurto-Islas, G.| Torres-Zarraga, A.| Márquez-Villa, J.M.| Macías-Alonso, M.| Marrero, J.G.",CIATEJ Guadalajara| Consejo Nacional de Ciencia y Tecnologia Mexico| Universidad de Guanajuato| Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,Mexico,0
56013726000,56013726000,"Anti-toxoplasma, antioxidant and cytotoxic activities of Pleopeltis crassinervata (Fée) T. Moore hexane fraction","Anacleto-Santos, J.| López-Camacho, P.| Mondragón-Flores, R.| Vega-Ávila, E.| Islas, G.B.| Mondragón-Castelán, M.| Carrasco-Ramírez, E.| Rivera-Fernández, N.",8.0,57204860425| 56013726000| 7003507888| 16243046200| 57210132036| 25722223000| 57213188985| 7003741566,2020.0,2020-03-01,Saudi Journal of Biological Sciences,27,3,812-819,-,ISSN-1319562X,19400158383.0,Journal,Elsevier B.V.,English,1.81,8,5.3,10,0.71,18,1.85,39.0,9.0,0.62,8.0,42.0,41.0,0.0,0.0,"Anacleto-Santos, J., López-Camacho, P., Mondragón-Flores, R. and 5 more (...) (2020).Anti-toxoplasma, antioxidant and cytotoxic activities of Pleopeltis crassinervata (Fée) T. Moore hexane fraction. Saudi Journal of Biological Sciences,27(3) 812-819",https://www.scopus.com/record/display.url?eid=2-s2.0-85077709175&origin=resultslist,10.1016/j.sjbs.2019.12.032,Article,Hybrid gold|Green,2-s2.0-85077709175,-,Universidad de Guanajuato| Universidad Autónoma Metropolitana| Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional| Instituto Politécnico Nacional| Universidad Nacional Autónoma de México,505020| 505017| 505002| 505011| 505023,Government| Academic,5.0,60024080| 60028381| 60017323| 60019176| 60033291| 60022869,"Universidad Autónoma Metropolitana Unidad Cuajimalpa| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional| Instituto Politécnico Nacional| Universidad de Guanajuato| Universidad Nacional Autónoma de México, Facultad de Medicina",57204860425,7003741566,7003741566,-,Mexico,1.0,1100,General Agricultural and Biological Sciences,5,Life Sciences & Medicine,502,Agriculture & Forestry,32,Life Sciences,31,Biological Sciences,-,-,-,Toxoplasma and Cryptosporidium Infections in Hosts,780,40.68,Innovative Approaches to Toxoplasmosis Treatment,39408,81.854,Defensible,2020.0,9.0,N/A,"Anacleto-Santos, J.| López-Camacho, P.| Mondragón-Flores, R.| Vega-Ávila, E.| Islas, G.B.| Mondragón-Castelán, M.| Carrasco-Ramírez, E.| Rivera-Fernández, N.",Universidad de Guanajuato| Universidad Autónoma Metropolitana| Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional| Instituto Politécnico Nacional| Universidad Nacional Autónoma de México,Mexico,0
56013726000,56013726000,Influence of Eu3 + doping content on antioxidant properties of Lu2O3 sol-gel derived nanoparticles,"Olvera Salazar, A.| García Hernández, M.| López Camacho, P.Y.| López Marure, A.| Reyes de la Torre, A.I.| Morales Ramírez, Á.D.J.| Hernández Santiago, F.| Aguilera Vázquez, L.",8.0,57190406463| 34871951700| 56013726000| 56481682700| 9333776000| 57202562616| 6508056991| 15739444800,2016.0,2016-12-01,Materials Science and Engineering C,69,-,850-855,-,ISSN-09284931,17813.0,Journal,Elsevier Ltd,English,-,-,6.1,5,0.961,16,2.31,72.0,7.0,0.1,10.1,48.0,68.0,0.0,0.0,"Olvera Salazar, A., García Hernández, M., López Camacho, P.Y. and 5 more (...) (2016).Influence of Eu3 + doping content on antioxidant properties of Lu2O3 sol-gel derived nanoparticles. Materials Science and Engineering C,69850-855",https://www.scopus.com/record/display.url?eid=2-s2.0-84979730692&origin=resultslist,10.1016/j.msec.2016.07.061,Article,,2-s2.0-84979730692,27612779,"Tecnológico Nacional de México, Mexico City| Universidad del Valle de México| Universidad Autónoma Metropolitana| Instituto Tecnológico de Ciudad Madero| Instituto Politécnico Nacional",719128| 714043| 505017| 718000| 505011,Academic,5.0,60002604| 60134870| 60082564| 60024080| 60019176,Universidad del Valle de México| Tecnológico Nacional de México| Instituto Tecnológico de Ciudad Madero| Universidad Autónoma Metropolitana Unidad Cuajimalpa| Instituto Politécnico Nacional,57190406463,15739444800,34871951700,-,Mexico,1.0,2210| 2211| 2500| 3104,Mechanical Engineering| Mechanics of Materials| General Materials Science| Condensed Matter Physics,4| 2,Natural Sciences| Engineering & Technology,439| 222| 433,Physics & Astronomy| Engineering - Mechanical| Materials Science,37| 36,Physical Sciences| Engineering,40,Engineering,4003| 4016,Biomedical engineering| Materials engineering,-,Luminescent Phosphors and Upconversion Nanomaterials Applications,58,96.01,Lutetium-Based Scintillators for Enhanced Luminescence,79203,60.717,Defensible,2016.0,7.0,N/A,"Olvera Salazar, A.| García Hernández, M.| López Camacho, P.Y.| López Marure, A.| Reyes de la Torre, A.I.| Morales Ramírez, Á.D.J.| Hernández Santiago, F.| Aguilera Vázquez, L.","Tecnológico Nacional de México, Mexico City| Universidad del Valle de México| Universidad Autónoma Metropolitana| Instituto Tecnológico de Ciudad Madero| Instituto Politécnico Nacional",Mexico,0
56013726000,56013726000,Multiadducts of C60Modulate Amyloid-β Fibrillation with Dual Acetylcholinesterase Inhibition and Antioxidant Properties: In Vitro and in Silico Studies,"Martińez-Herrera, M.| Figueroa-Gerstenmaier, S.| López-Camacho, P.Y.| Millan-Pacheco, C.| Balderas-Altamirano, M.A.| Mendoza-Franco, G.| Garciá-Sierra, F.| Zavala-Ocampo, L.M.| Basurto-Islas, G.",9.0,6508280828| 6507974746| 56013726000| 14120132300| 35754263600| 57424375500| 55989781500| 57195525205| 56013598800,2022.0,2022-01-01,Journal of Alzheimer's Disease,87,2,741-759,-,ISSN-13872877,16246.0,Journal,IOS Press BV,English,0.95,33,6.4,14,1.146,16,0.83,17.0,7.0,0.49,10.16,39.0,49.0,0.0,0.0,"Martińez-Herrera, M., Figueroa-Gerstenmaier, S., López-Camacho, P.Y. and 6 more (...) (2022).Multiadducts of C60Modulate Amyloid-β Fibrillation with Dual Acetylcholinesterase Inhibition and Antioxidant Properties: In Vitro and in Silico Studies. Journal of Alzheimer's Disease,87(2) 741-759",https://www.scopus.com/record/display.url?eid=2-s2.0-85130728258&origin=resultslist,10.3233/JAD-215412,Article,,2-s2.0-85130728258,35367963,Universidad Autonoma del Estado de Morelos| Universidad de Guanajuato| Universidad Autónoma Metropolitana| Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional| Instituto Politécnico Nacional,505016| 505020| 505017| 505002| 505011,Government| Academic,5.0,60014923| 60033291| 60025626| 60017323| 60019176,Universidad Autónoma Metropolitana| Universidad de Guanajuato| Universidad Autónoma del Estado de Morelos| Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional| Instituto Politécnico Nacional,6508280828,56013598800,56013598800,-,Mexico,1.0,2717| 2738| 2800| 3203,Geriatrics and Gerontology| Psychiatry and Mental Health| General Neuroscience| Clinical Psychology,5,Life Sciences & Medicine,532| 541,Medicine| Psychology,39| 34,Psychology| Medical and Health,32| 52,Biomedical And Clinical Sciences| Psychology,3202| 3209| 5202,Clinical sciences| Neurosciences| Biological psychology,-,Fullerene Dynamics and Electronic Properties Exploration,1111,9.876,Fullerene Nanoparticles in Therapeutic Applications,6380,91.216,Very Good,2022.0,7.0,N/A,"Martińez-Herrera, M.| Figueroa-Gerstenmaier, S.| López-Camacho, P.Y.| Millan-Pacheco, C.| Balderas-Altamirano, M.A.| Mendoza-Franco, G.| Garciá-Sierra, F.| Zavala-Ocampo, L.M.| Basurto-Islas, G.",Universidad Autonoma del Estado de Morelos| Universidad de Guanajuato| Universidad Autónoma Metropolitana| Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional| Instituto Politécnico Nacional,Mexico,0
56013726000,56013726000,"Evaluation of the Anti-Toxoplasma gondii Efficacy, Cytotoxicity, and GC/MS Profile of Pleopeltis crassinervata Active Subfractions","Anacleto-Santos, J.| Calzada, F.| López-Camacho, P.Y.| López-Pérez, T.D.J.| Carrasco-Ramírez, E.| Casarrubias-Tabarez, B.| Fortoul, T.I.| Rojas-Lemus, M.| López-Valdés, N.| Rivera-Fernández, N.",10.0,57204860425| 55989801300| 56013726000| 58110848500| 57213188985| 57218544524| 55993654400| 9638593300| 58290218500| 7003741566,2023.0,2023-05-01,Antibiotics,12,5,-,889,ISSN-20796382,21100469670.0,Journal,MDPI,English,1.14,21,7.3,6,0.92,9,1.49,23.0,5.0,0.63,7.9,38.0,42.0,0.0,0.0,"Anacleto-Santos, J., Calzada, F., López-Camacho, P.Y. and 7 more (...) (2023).Evaluation of the Anti-Toxoplasma gondii Efficacy, Cytotoxicity, and GC/MS Profile of Pleopeltis crassinervata Active Subfractions. Antibiotics,12(5) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85160299753&origin=resultslist,10.3390/antibiotics12050889,Article,Gold|Green,2-s2.0-85160299753,-,Hospital de Especialidades| Universidad Autónoma Metropolitana| Instituto Mexicano del Seguro Social| Universidad Nacional Autónoma de México,505031| 505017| 505006| 505023,Medical| Government| Academic,4.0,60022869| 60032442| 60008467| 60019221| 60024080| 60014923,"Universidad Nacional Autónoma de México, Facultad de Medicina| Universidad Nacional Autónoma de México| Instituto Mexicano del Seguro Social| UMAE Hospital de Especialidades Centro Medico Nacional Siglo XXI| Universidad Autónoma Metropolitana Unidad Cuajimalpa| Universidad Autónoma Metropolitana",57204860425,7003741566,7003741566,-,Mexico,1.0,1303| 2404| 2725| 2726| 2736| 3000,"Biochemistry| Microbiology| Infectious Diseases| Microbiology (medical)| Pharmacology (medical)| General Pharmacology, Toxicology and Pharmaceutics",5,Life Sciences & Medicine,507| 532| 537,Biological Sciences| Medicine| Pharmacy & Pharmacology,32| 34,Life Sciences| Medical and Health,32,Biomedical And Clinical Sciences,3214,Pharmacology and pharmaceutical sciences,-,Toxoplasma and Cryptosporidium Infections in Hosts,780,40.68,Innovative Approaches to Toxoplasmosis Treatment,39408,81.854,Definitive,2023.0,5.0,N/A,"Anacleto-Santos, J.| Calzada, F.| López-Camacho, P.Y.| López-Pérez, T.D.J.| Carrasco-Ramírez, E.| Casarrubias-Tabarez, B.| Fortoul, T.I.| Rojas-Lemus, M.| López-Valdés, N.| Rivera-Fernández, N.",Hospital de Especialidades| Universidad Autónoma Metropolitana| Instituto Mexicano del Seguro Social| Universidad Nacional Autónoma de México,Mexico,0
