Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
56382358200,56382358200,"THE GASTRONOMIC BORDER OF CHOLULA, PUEBLA: BETWEEN GENTRIFICATION AND TOURISTIFICATION","Cordero, A.H.| Vázquez-Medina, J.A.",2.0,56192196100| 56382358200,2023.0,2023-01-01,Disparidades. Revista de Antropologia,78,2,-,e017,ISSN-26596881,21101024199.0,Journal,CSIC Consejo Superior de Investigaciones Cientificas,Spanish,0.58,56,0.2,74,0.118,68,2.69,37.0,0.0,0.0,3.3,77.0,77.0,0.0,0.0,"Cordero, A.H., Vázquez-Medina, J.A. (2023).THE GASTRONOMIC BORDER OF CHOLULA, PUEBLA: BETWEEN GENTRIFICATION AND TOURISTIFICATION. Disparidades. Revista de Antropologia,78(2) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85185491722&origin=resultslist,10.3989/dra.2023.017,Article,Gold|Green,2-s2.0-85185491722,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923| 60028381,Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana -Unidad Iztapalapa,56192196100,56382358200,-,-,Mexico,1.0,1203| 3310| 3314| 3316,Language and Linguistics| Linguistics and Language| Anthropology| Cultural Studies,3| 1,Social Sciences & Management| Arts & Humanities,311| 130| 304,Communication & Media Studies| Linguistics| Anthropology,40| 33,Social Sciences| Arts and Humanities,44| 48| 50,Human Society| Law And Legal Studies| Philosophy And Religious Studies,4401| 5001| 4803,Anthropology| Applied ethics| International and comparative law,SDG 11,Genetic and Environmental Influences on Health Disparities,766,65.402,Gentrification and Urban Change in Diverse Contexts,1756,97.364,Definitive,2023.0,0.0,N/A,"Cordero, A.H.| Vázquez-Medina, J.A.",Universidad Autónoma Metropolitana,Mexico,0
