Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57208125437,57208125437,Parameter identification of bldc motor using electromechanical tests and recursive least-squares algorithm: Experimental validation,"Jimenez-Gonzalez, J.| Gonzalez-Montañez, F.| Jimenez-Mondragon, V.M.| Liceaga-Castro, J.U.| Escarela-Perez, R.| Olivares-Galvan, J.C.",6.0,57208125437| 55490779600| 55804415200| 15925253300| 6701841506| 24081213500,2021.0,2021-07-01,Actuators,10,7,-,143,ISSN-20760825,21100836581.0,Journal,MDPI AG,English,1.05,29,2.7,38,0.42,51,0.99,24.0,25.0,1.33,12.01,16.0,21.0,0.0,0.0,"Jimenez-Gonzalez, J., Gonzalez-Montañez, F., Jimenez-Mondragon, V.M. and 3 more (...) (2021).Parameter identification of bldc motor using electromechanical tests and recursive least-squares algorithm: Experimental validation. Actuators,10(7) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85109277973&origin=resultslist,10.3390/act10070143,Article,Gold|Green,2-s2.0-85109277973,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60023193,Universidad Autónoma Metropolitana - Azcapotzalco,57208125437,24081213500,55804415200,-,Mexico,1.0,2207| 2606,Control and Systems Engineering| Control and Optimization,4| 2,Natural Sciences| Engineering & Technology,431| 212,Mathematics| Computer Science & Information Systems,36| 37,Engineering| Physical Sciences,40,Engineering,4008| 4007,"Electrical engineering| Control engineering, mechatronics and robotics",-,Motor Control Systems and Techniques,563,47.22,Control Systems for Brushless DC Motors,2001,95.48,Very Good,2021.0,25.0,N/A,"Jimenez-Gonzalez, J.| Gonzalez-Montañez, F.| Jimenez-Mondragon, V.M.| Liceaga-Castro, J.U.| Escarela-Perez, R.| Olivares-Galvan, J.C.",Universidad Autónoma Metropolitana,Mexico,0
