Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57210451050,57210451050,In vitro equivalence study of different doses of carbamazepine reference tablets using usp apparatuses 2 and 4,"Medina-Lopez, J.R.| Cedillo-Díaz, L.A.| Hurtado, M.",3.0,57210447424| 57210451050| 7006878205,2019.0,2019-07-01,International Journal of Applied Pharmaceutics,11,4,291-295,-,ISSN-09757058,19900192174.0,Journal,Innovare Academics Sciences Pvt. Ltd,English,1.09,26,1,60,0.203,53,0.45,15.0,2.0,0.0,10.27,67.0,75.0,0.0,0.0,"Medina-Lopez, J.R., Cedillo-Díaz, L.A., Hurtado, M. (2019).In vitro equivalence study of different doses of carbamazepine reference tablets using usp apparatuses 2 and 4. International Journal of Applied Pharmaceutics,11(4) 291-295",https://www.scopus.com/record/display.url?eid=2-s2.0-85070753172&origin=resultslist,10.22159/ijap.2019v11i4.33174,Article,Gold,2-s2.0-85070753172,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210,Universidad Autónoma Metropolitana Unidad Xochimilco,57210447424,7006878205,57210447424,-,Mexico,1.0,3003,Pharmaceutical Science,5,Life Sciences & Medicine,537,Pharmacy & Pharmacology,34,Medical and Health,42| 32,Health Sciences| Biomedical And Clinical Sciences,3214| 4208| 3203,"Pharmacology and pharmaceutical sciences| Traditional, complementary and integrative medicine| Dentistry",-,Innovative Drug Delivery Systems for Enhanced Absorption,147,89.47,Dissolution Testing Methods for Pharmaceutical Products,20996,69.94,Definitive,2019.0,2.0,N/A,"Medina-Lopez, J.R.| Cedillo-Díaz, L.A.| Hurtado, M.",Universidad Autónoma Metropolitana,Mexico,0
57210451050,57210451050,Influence of dose and usp dissolution apparatus in the release performance of reference tablets: Propranolol-hcl and ranitidine-hcl cases,"Medina-Lopez, J.R.| Cedillo-Diaz, L.A.| Hurtado, M.",3.0,57210447424| 57210451050| 7006878205,2019.0,2019-07-01,International Journal of Applied Pharmaceutics,11,4,164-170,-,ISSN-09757058,19900192174.0,Journal,Innovare Academics Sciences Pvt. Ltd,English,1.09,26,1,60,0.203,53,0.6,20.0,0.0,0.0,10.27,82.0,75.0,0.0,0.0,"Medina-Lopez, J.R., Cedillo-Diaz, L.A., Hurtado, M. (2019).Influence of dose and usp dissolution apparatus in the release performance of reference tablets: Propranolol-hcl and ranitidine-hcl cases. International Journal of Applied Pharmaceutics,11(4) 164-170",https://www.scopus.com/record/display.url?eid=2-s2.0-85070762505&origin=resultslist,10.22159/ijap.2019v11i4.33293,Article,Gold,2-s2.0-85070762505,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210,Universidad Autónoma Metropolitana Unidad Xochimilco,57210447424,7006878205,57210447424,-,Mexico,1.0,3003,Pharmaceutical Science,5,Life Sciences & Medicine,537,Pharmacy & Pharmacology,34,Medical and Health,32| 42,Biomedical And Clinical Sciences| Health Sciences,3214| 4208| 3203,"Pharmacology and pharmaceutical sciences| Traditional, complementary and integrative medicine| Dentistry",-,Innovative Drug Delivery Systems for Enhanced Absorption,147,89.47,Dissolution Testing Methods for Pharmaceutical Products,20996,69.94,Definitive,2019.0,0.0,N/A,"Medina-Lopez, J.R.| Cedillo-Diaz, L.A.| Hurtado, M.",Universidad Autónoma Metropolitana,Mexico,0
