Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57982275600,57982275600,Coloniality of Power and Coloniality of Gender: Sentipensar the Struggles of Indigenous Women in Abya Yala from Worlds in Relation,"Cariño, C.| González, A.M.",2.0,57982275600| 57982985300,2022.0,2022-02-16,Hypatia,37,3,544-558,-,ISSN-08875367,23699.0,Journal,Cambridge University Press,English,1.52,13,1.8,15,0.33,22,0.87,13.0,10.0,2.21,3.62,30.0,11.0,0.0,0.0,"Cariño, C., González, A.M. (2022).Coloniality of Power and Coloniality of Gender: Sentipensar the Struggles of Indigenous Women in Abya Yala from Worlds in Relation. Hypatia,37(3) 544-558",https://www.scopus.com/record/display.url?eid=2-s2.0-85142746256&origin=resultslist,10.1017/hyp.2022.30,Article,,2-s2.0-85142746256,-,Universidad Autónoma Metropolitana| Autonomous University of Aguascalientes,505017| 704841,Academic,2.0,60023193| 60002520,Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Autónoma de Aguascalientes,57982275600,57982985300,57982275600,-,Mexico,1.0,1211| 3318,Philosophy| Gender Studies,1| 3,Arts & Humanities| Social Sciences & Management,342| 138,Sociology| Philosophy,40| 33,Social Sciences| Arts and Humanities,44| 50,Human Society| Philosophy And Religious Studies,4405| 5003,Gender studies| Philosophy,-,"Indigenous Rights, Autonomy, and Resource Management",1482,9.68,Indigenous Autonomy and Social Movements in Mexico,24633,27.108,Defensible,2022.0,10.0,N/A,"Cariño, C.| González, A.M.",Universidad Autónoma Metropolitana| Autonomous University of Aguascalientes,Mexico,0
