Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
58617190100,58617190100,"Spatial patterns on tourism establishments in five CIP´s in Mexico, 2010–2022","Prudencio-Vázquez, J.A.| Martínez-Rodríguez, A.| Pérez-Victorino, L.| Álvarez-García, J.",4.0,57194455788| 58617190000| 58617190100| 55623697400,2023.0,2023-01-01,Quality and Quantity,-,-,-,-,ISSN-00335177,19372.0,Journal,Springer Science and Business Media B.V.,English,1.34,15,4.6,12,0.743,16,0.55,9.0,2.0,0.36,5.49,56.0,56.0,0.0,0.0,"Prudencio-Vázquez, J.A., Martínez-Rodríguez, A., Pérez-Victorino, L. and 1 more (...) (2023).Spatial patterns on tourism establishments in five CIP´s in Mexico, 2010–2022. Quality and Quantity,",https://www.scopus.com/record/display.url?eid=2-s2.0-85172202508&origin=resultslist,10.1007/s11135-023-01750-4,Article,Hybrid gold,2-s2.0-85172202508,-,Universidad Autónoma Metropolitana| University of Extremadura,505017| 312020,Academic,2.0,60023193| 60014923| 60017838,Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Autónoma Metropolitana| Universidad de Extremadura,57194455788,55623697400,55623697400,-,Spain| Mexico,2.0,2613| 3300,Statistics and Probability| General Social Sciences,4| 2| 3,Natural Sciences| Engineering & Technology| Social Sciences & Management,431| 213| 344,Mathematics| Data Science| Statistics & Operational Research,40| 37,Social Sciences| Physical Sciences,49| 44,Mathematical Sciences| Human Society,4410| 4905,Sociology| Statistics,-,Emotional Wellbeing and Life Satisfaction Insights,466,86.2,Wellbeing and Development in Diverse Contexts,40244,64.24,Definitive,2023.0,2.0,N/A,"Prudencio-Vázquez, J.A.| Martínez-Rodríguez, A.| Pérez-Victorino, L.| Álvarez-García, J.",Universidad Autónoma Metropolitana| University of Extremadura,Spain| Mexico,0
