Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57203015828,57203015828,Manufacturing of Cu-Sn foams through SDP,"Báez-Pimiento, S.| Rosas-Carballar, O.| Hernández-Rojas, M.E.",3.0,54966855600| 57203015828| 56002695500,2018.0,2018-01-01,Revista Materia,23,2,-,e-12003,ISSN-15177076,17700155039.0,Journal,Universidade Federal do Rio de Janeiro,English,0.39,73,0.4,85,0.185,71,1.01,26.0,1.0,0.0,15.18,74.0,74.0,0.0,0.0,"Báez-Pimiento, S., Rosas-Carballar, O., Hernández-Rojas, M.E. (2018).Manufacturing of Cu-Sn foams through SDP. Revista Materia,23(2) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85050309267&origin=resultslist,10.1590/s1517-707620180002.0340,Article,Gold|Green,2-s2.0-85050309267,-,Universidad Autónoma Metropolitana| Universidad Nacional de Colombia| Universidad Católica de Manizales,505017| 604004| 721550,Academic,3.0,60063610| 60023193| 60014923| 60104650,Universidad Nacional de Colombia Manizales| Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Autónoma Metropolitana| Universidad Católica de Manizales,54966855600,56002695500,-,-,Mexico| Colombia,2.0,1600| 2500| 3100,General Chemistry| General Materials Science| General Physics and Astronomy,4| 2,Natural Sciences| Engineering & Technology,439| 409| 433,Physics & Astronomy| Chemistry| Materials Science,36| 37,Engineering| Physical Sciences,40,Engineering,4005| 4016| 4004,Civil engineering| Materials engineering| Chemical engineering,SDG 9,Composite Structures in Vibration and Impact Resistance,163,89.274,Aluminum Foam Structures for Energy Absorption,886,95.898,Definitive,2018.0,1.0,N/A,"Báez-Pimiento, S.| Rosas-Carballar, O.| Hernández-Rojas, M.E.",Universidad Autónoma Metropolitana| Universidad Nacional de Colombia| Universidad Católica de Manizales,Mexico| Colombia,0
