Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
6506174407,6506174407,A new species of Zephyranthes (Amaryllidaceae) from Mexico,"Spurrier, M.A.| Smith, G.L.| Flagg, R.O.| Serna, A.E.",4.0,58116176900| 7406738071| 35758554900| 6506174407,2015.0,2015-12-10,Novon,24,3,289-295,-,ISSN-10553177,19944.0,Journal,Missouri Botanical Garden,English,0.44,66,0.6,80,0.332,59,0.55,14.0,8.0,0.13,7.75,46.0,65.0,0.0,0.0,"Spurrier, M.A., Smith, G.L., Flagg, R.O. and 1 more (...) (2015).A new species of Zephyranthes (Amaryllidaceae) from Mexico. Novon,24(3) 289-295",https://www.scopus.com/record/display.url?eid=2-s2.0-84949943438&origin=resultslist,10.3417/2014029,Article,,2-s2.0-84949943438,-,Universidad Autónoma Metropolitana| High Point University,505017| 714846,Academic,2.0,60105252| 116114901| 60028381,High Point University| Carolina Biological Supply Company| Universidad Autónoma Metropolitana -Unidad Iztapalapa,58116176900,6506174407,-,-,Mexico| United States,2.0,1105| 1110,"Ecology, Evolution, Behavior and Systematics| Plant Science",5,Life Sciences & Medicine,502,Agriculture & Forestry,32,Life Sciences,31,Biological Sciences,3108,Plant biology,SDG 15,Diversity and Applications of Amaranth Species,1064,23.152,Diversity and Classification of Amaryllidaceae Species,44436,36.537,Definitive,2015.0,8.0,N/A,"Spurrier, M.A.| Smith, G.L.| Flagg, R.O.| Serna, A.E.",Universidad Autónoma Metropolitana| High Point University,Mexico| United States,0
