Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57212959601,57212959601,Effects of exercise on cations/anions in blood serum of English Thoroughbred horses,"Prado, R.O.F.| Morales, B.J.E.| García, M.L.J.| Molina-Ochoa, J.| Valpuesta, S.G.| Hernández, R.J.A.| García, C.A.C.",7.0,57209890054| 57212959601| 57209890237| 57224257570| 57209884767| 46661238100| 57208144095,2019.0,2019-05-01,Arquivo Brasileiro de Medicina Veterinaria e Zootecnia,71,3,909-916,-,ISSN-01020935,17672.0,Journal,Universidade Federal de Minas Gerais,English,0.46,68,0.5,70,0.232,59,1.21,25.0,3.0,0.4,5.0,62.0,53.0,0.0,0.0,"Prado, R.O.F., Morales, B.J.E., García, M.L.J. and 4 more (...) (2019).Effects of exercise on cations/anions in blood serum of English Thoroughbred horses. Arquivo Brasileiro de Medicina Veterinaria e Zootecnia,71(3) 909-916",https://www.scopus.com/record/display.url?eid=2-s2.0-85068965434&origin=resultslist,10.1590/1678-4162-10830,Article,Gold|Green,2-s2.0-85068965434,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,114122849| 60014923| 122859780,Universidad of Colima| Universidad Autónoma Metropolitana| Centro Universitario de Investigação e Desenvolvimento Agropecuário,57209890054,57208144095,57208144095,-,Mexico,1.0,3400,General Veterinary,5,Life Sciences & Medicine,546,Veterinary Science,32,Life Sciences,30,"Agricultural, Veterinary And Food Sciences",3009| 3003,Veterinary sciences| Animal production,-,Equine Health Insights on Laminitis and Performance,1207,10.268,Physiological Adaptations in Equine Exercise Performance,8596,70.865,Defensible,2019.0,3.0,N/A,"Prado, R.O.F.| Morales, B.J.E.| García, M.L.J.| Molina-Ochoa, J.| Valpuesta, S.G.| Hernández, R.J.A.| García, C.A.C.",Universidad Autónoma Metropolitana,Mexico,0
