Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57213220790,57213220790,Environmental adjustments of the cooperativity in M13 phage thermal denaturation,"González-Cansino, J.L.| Vieyra-Eusebio, M.T.| Vera-Robles, L.I.| Hernández-Arana, A.",4.0,57213220790| 41662450600| 16835598700| 56013743200,2019.0,2019-02-01,Thermochimica Acta,672,-,53-59,-,ISSN-00406031,27083.0,Journal,Elsevier B.V.,English,1.15,23,4.2,19,0.558,31,0.69,21.0,7.0,0.19,10.69,47.0,66.0,0.0,0.0,"González-Cansino, J.L., Vieyra-Eusebio, M.T., Vera-Robles, L.I. and 1 more (...) (2019).Environmental adjustments of the cooperativity in M13 phage thermal denaturation. Thermochimica Acta,67253-59",https://www.scopus.com/record/display.url?eid=2-s2.0-85058945950&origin=resultslist,10.1016/j.tca.2018.12.010,Article,,2-s2.0-85058945950,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,57213220790,56013743200,56013743200,-,Mexico,1.0,1606| 3104| 3105,Physical and Theoretical Chemistry| Condensed Matter Physics| Instrumentation,2| 4,Engineering & Technology| Natural Sciences,409| 439| 249,Chemistry| Physics & Astronomy| Engineering - Petroleum,37,Physical Sciences,34,Chemical Sciences,3401,Analytical chemistry,-,Protein Interactions and High-Pressure Processing Effects,761,52.91,Plant Virus Nanoparticles in Targeted Therapeutics,8950,95.041,Defensible,2019.0,7.0,N/A,"González-Cansino, J.L.| Vieyra-Eusebio, M.T.| Vera-Robles, L.I.| Hernández-Arana, A.",Universidad Autónoma Metropolitana,Mexico,0
