Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57991110100,57991110100,Evaluating solutions alternatives from emotional focus: methodological proposal,"Arroyo-Barranco, C.A.| Ramírez-Ramírez, R.| Niccolas-Morales, H.",3.0,57990833000| 57991110100| 14060828500,2022.0,2022-01-01,Legado de Arquitectura y Diseno,17,31,39-48,-,ISSN-20073615,21101123942.0,Journal,Universidad Autonoma del Estado de Mexico,Spanish,0.01,96,0,91,-,-,0.32,7.0,0.0,0.0,3.47,81.0,80.0,0.0,0.0,"Arroyo-Barranco, C.A., Ramírez-Ramírez, R., Niccolas-Morales, H. (2022).Evaluating solutions alternatives from emotional focus: methodological proposal. Legado de Arquitectura y Diseno,17(31) 39-48",https://www.scopus.com/record/display.url?eid=2-s2.0-85143241513&origin=resultslist,-,Article,,2-s2.0-85143241513,-,Universidad Autónoma Metropolitana| Universidad Autonoma del Estado de Hidalgo,505017| 505050,Academic,2.0,60027135| 60023193,Universidad Autónoma del Estado de Hidalgo| Universidad Autónoma Metropolitana - Azcapotzalco,57990833000,14060828500,57990833000,-,Mexico,1.0,1201| 1213| 2216| 3322,Arts and Humanities (miscellaneous)| Visual Arts and Performing Arts| Architecture| Urban Studies,3| 1,Social Sciences & Management| Arts & Humanities,136| 106,Performing Arts| Architecture,33| 40,Arts and Humanities| Social Sciences,-,-,-,-,-,"Intersections of Education, Territory, and Trafficking",748,17.528,Transformational Trends in Graduate Education Evaluation,33341,41.321,Other,2022.0,0.0,N/A,"Arroyo-Barranco, C.A.| Ramírez-Ramírez, R.| Niccolas-Morales, H.",Universidad Autónoma Metropolitana| Universidad Autonoma del Estado de Hidalgo,Mexico,0
