Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57220423185,57220423185,Social Acceptance of a Thermal Architectural Implementation Proposal,"García López, E.| Heard, C.",2.0,57220423185| 55993717400,2023.0,2023-03-01,Sustainability (Switzerland),15,5,-,4121,ISSN-20711050,21100240100.0,Journal,MDPI,English,1.08,23,6.8,12,0.672,24,1.57,44.0,1.0,0.08,12.01,65.0,75.0,0.0,0.0,"García López, E., Heard, C. (2023).Social Acceptance of a Thermal Architectural Implementation Proposal. Sustainability (Switzerland),15(5) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85149967369&origin=resultslist,10.3390/su15054121,Article,Gold|Green,2-s2.0-85149967369,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60024080| 60014923,Universidad Autónoma Metropolitana Unidad Cuajimalpa| Universidad Autónoma Metropolitana,57220423185,55993717400,55993717400,-,Mexico,1.0,1701| 1705| 1708| 2102| 2105| 2301| 2308| 3305,"Computer Science (miscellaneous)| Computer Networks and Communications| Hardware and Architecture| Energy Engineering and Power Technology| Renewable Energy, Sustainability and the Environment| Environmental Science (miscellaneous)| Management, Monitoring, Policy and Law| Geography, Planning and Development",3| 2,Social Sciences & Management| Engineering & Technology,424| 212| 249| 221| 425,Environmental Sciences| Computer Science & Information Systems| Engineering - Petroleum| Engineering - Electrical & Electronic| Geography,38| 37| 36| 40,Computer Science| Physical Sciences| Engineering| Social Sciences,MD,Multidisciplinary,MD,Multidisciplinary,SDG 7,Transformative Approaches in Teacher Professional Development,180,84.434,Smart Home Technologies and Socio-Technical Futures,62168,74.558,Definitive,2023.0,1.0,N/A,"García López, E.| Heard, C.",Universidad Autónoma Metropolitana,Mexico,0
