Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
59243469600,59243469600,Urban Dispersion and School Lag in Higher Education in the Valley of Mexico,"Sahagún Angulo, R.",1.0,59243469600,2024.0,2024-01-01,Revista INVI,39,111,1-29,-,ISSN-07181299,11900154360.0,Journal,Universidad de Chile,Spanish,1.14,23,1.9,26,0.448,18,1.91,47.0,1.0,0.2,4.96,56.0,64.0,0.0,0.0,"Sahagún Angulo, R. (2024).Urban Dispersion and School Lag in Higher Education in the Valley of Mexico. Revista INVI,39(111) 1-29",https://www.scopus.com/record/display.url?eid=2-s2.0-85200202802&origin=resultslist,10.5354/0718-8358.2024.72092,Article,Gold|Green,2-s2.0-85200202802,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60023193,Universidad Autónoma Metropolitana - Azcapotzalco,-,-,59243469600,59243469600,Mexico,1.0,2216| 3322,Architecture| Urban Studies,1| 3,Arts & Humanities| Social Sciences & Management,106,Architecture,40| 33,Social Sciences| Arts and Humanities,44| 33,Human Society| Built Environment And Design,3301| 4407| 3304,Architecture| Policy and administration| Urban and regional planning,SDG 9| SDG 10| SDG 11,Financialization and Land Rights in Urban Development,1402,35.579,Urban Segregation and Social Dynamics in Chile,6514,82.55,Definitive,2024.0,1.0,N/A,"Sahagún Angulo, R.",Universidad Autónoma Metropolitana,Mexico,0
