Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
58075128900,58075128900,Necroadministration and youth: prison-based annihilation in El Salvador,"González, R.C.E.| Nateras-Domínguez, A.",2.0,58074068100| 58075128900,2023.0,2023-01-01,"Revista Latinoamericana de Ciencias Sociales, Ninez y Juventud",21,1,-,-,ISSN-1692715X,21100940999.0,Journal,Revista Latinoamericana de Ciencias Sociales,Spanish,0.9,33,1.2,52,0.247,52,0.53,16.0,5.0,0.76,6.58,38.0,37.0,0.0,0.0,"González, R.C.E., Nateras-Domínguez, A. (2023).Necroadministration and youth: prison-based annihilation in El Salvador. Revista Latinoamericana de Ciencias Sociales, Ninez y Juventud,21(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85146688712&origin=resultslist,10.11600/rlcsnj.21.1.5656,Article,Gold|Green,2-s2.0-85146688712,-,Universidad Autonoma de Baja California| Universidad Autónoma Metropolitana,505046| 505017,Academic,2.0,60005618| 60014923| 60028381,Universidad Autónoma de Baja California| Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana -Unidad Iztapalapa,58074068100,58075128900,58074068100,-,Mexico| United States,2.0,3204| 3300,Developmental and Educational Psychology| General Social Sciences,3,Social Sciences & Management,541,Psychology,39| 40,Psychology| Social Sciences,44| 39| 52,Human Society| Education| Psychology,5201| 4402| 3903,Applied and developmental psychology| Criminology| Education systems,SDG 16,Intimate Partner Violence and Its Impacts,478,79.791,Femicide and Gender-Based Violence Dynamics,28609,74.519,Definitive,2023.0,5.0,N/A,"González, R.C.E.| Nateras-Domínguez, A.",Universidad Autonoma de Baja California| Universidad Autónoma Metropolitana,Mexico| United States,0
