Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
58136472700,58136472700,Least Square Identification using Noise Reduction Disturbance Observer,"Liceaga-Castro, J.U.| Siller-Alcalá, I.I.| Alcántara, R.A.",3.0,15925253300| 6507292701| 58136472700,2019.0,2019-01-01,WSEAS Transactions on Systems,18,-,313-318,-,ISSN-11092777,144813.0,Journal,World Scientific and Engineering Academy and Society,English,-,-,-,-,-,-,0.0,3.0,2.0,0.08,13.15,67.0,73.0,0.0,0.0,"Liceaga-Castro, J.U., Siller-Alcalá, I.I., Alcántara, R.A. (2019).Least Square Identification using Noise Reduction Disturbance Observer. WSEAS Transactions on Systems,18313-318",https://www.scopus.com/record/display.url?eid=2-s2.0-85129409732&origin=resultslist,-,Article,,2-s2.0-85129409732,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,15925253300,58136472700,-,-,Mexico,1.0,1706| 2207,Computer Science Applications| Control and Systems Engineering,2,Engineering & Technology,213| 212,Data Science| Computer Science & Information Systems,36| 38,Engineering| Computer Science,49| 40,Mathematical Sciences| Engineering,4901| 4009| 4017,"Applied mathematics| Electronics, sensors and digital hardware| Mechanical engineering",-,Robust Control Systems with Linear Matrix Inequalities,167,49.117,Robust Control Systems with Disturbance Observers,22741,85.592,Defensible,2019.0,2.0,N/A,"Liceaga-Castro, J.U.| Siller-Alcalá, I.I.| Alcántara, R.A.",Universidad Autónoma Metropolitana,Mexico,0
