Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
58035289800,58035289800,Why local is not enough! Constrains for adaptive governance in peri-urban areas. A case study in Mexico City,"Torres-Lima, P.| Conway-Gómez, K.| Almanza-Rodríguez, K.",3.0,15823091300| 23476547700| 58035289800,2022.0,2022-12-13,Frontiers in Sustainable Cities,4,-,-,809390,ISSN-26249634,21101072515.0,Journal,Frontiers Media S.A.,English,0.75,46,2.3,36,0.526,30,1.5,55.0,9.0,0.63,11.19,33.0,42.0,0.0,0.0,"Torres-Lima, P., Conway-Gómez, K., Almanza-Rodríguez, K. (2022).Why local is not enough! Constrains for adaptive governance in peri-urban areas. A case study in Mexico City. Frontiers in Sustainable Cities,4",https://www.scopus.com/record/display.url?eid=2-s2.0-85145070804&origin=resultslist,10.3389/frsc.2022.809390,Article,Gold|Green,2-s2.0-85145070804,-,Universidad Autónoma Metropolitana| California State Polytechnic University Pomona,505017| 508023,Academic,2.0,60014923| 60005565,"Universidad Autónoma Metropolitana| California State Polytechnic University, Pomona",15823091300,58035289800,23476547700,-,Mexico| United States,2.0,2105| 3321| 3322,"Renewable Energy, Sustainability and the Environment| Public Administration| Urban Studies",3| 2,Social Sciences & Management| Engineering & Technology,221| 348| 340| 106,Engineering - Electrical & Electronic| Social Policy & Administration| Politics & International Studies| Architecture,40| 36,Social Sciences| Engineering,-,-,-,-,SDG 11| SDG 16,Integrating Community Forestry and Environmental Governance,1065,47.809,Social Networks in Natural Resource Governance,22052,92.089,Defensible,2022.0,9.0,N/A,"Torres-Lima, P.| Conway-Gómez, K.| Almanza-Rodríguez, K.",Universidad Autónoma Metropolitana| California State Polytechnic University Pomona,Mexico| United States,0
