Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
59410035700,59410035700,Exclusion and Coverage in Higher Education: The Challenge of Gaps,"Pérez-Díaz, A.-B.| Pimentel-Linares, G.| Flores-Buendia, J.-I.",3.0,57202862130| 59410782900| 59410035700,2024.0,2024-01-01,Revista Iberoamericana de Educacion Superior,15,44,37-60,-,ISSN-20072872,21100400803.0,Journal,Universidad Nacional Autonoma de Mexico,Spanish,0.45,68,1.1,71,0.211,75,0.32,9.0,1.0,0.2,4.9,56.0,64.0,0.0,0.0,"Pérez-Díaz, A.-B., Pimentel-Linares, G., Flores-Buendia, J.-I. (2024).Exclusion and Coverage in Higher Education: The Challenge of Gaps. Revista Iberoamericana de Educacion Superior,15(44) 37-60",https://www.scopus.com/record/display.url?eid=2-s2.0-85209123493&origin=resultslist,10.22201/iisue.20072872e.2024.44.1888,Article,Gold,2-s2.0-85209123493,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,57202862130,59410035700,-,-,Mexico,1.0,3304,Education,3,Social Sciences & Management,318,Education & Training,41,Education Studies,40| 39,Engineering| Education,4010| 3902| 3903,"Engineering practice and education| Education policy, sociology and philosophy| Education systems",SDG 1| SDG 4,Internationalization and Quality in Higher Education Systems,908,60.432,Transformations in Mexican Higher Education Policies,26517,45.978,Definitive,2024.0,1.0,N/A,"Pérez-Díaz, A.-B.| Pimentel-Linares, G.| Flores-Buendia, J.-I.",Universidad Autónoma Metropolitana,Mexico,0
