Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
55911273300,55911273300,ECHOES OF PLATO’S CAVE MYTH IN THE DRAMATIZATION OF THE SAINT’S LIFE IN LA EXALTACIÓN DE LA CRUZ,"Cazés Gryj, D.",1.0,55911273300,2023.0,2023-01-01,Anuario Calderoniano,16,-,271-289,-,ISSN-18888046,21100265080.0,Journal,Iberoamericana/Vervuert Editorial,Spanish,1.18,20,0.4,32,0.111,56,0.46,3.0,0.0,0.0,0.62,77.0,77.0,0.0,0.0,"Cazés Gryj, D. (2023).ECHOES OF PLATO’S CAVE MYTH IN THE DRAMATIZATION OF THE SAINT’S LIFE IN LA EXALTACIÓN DE LA CRUZ. Anuario Calderoniano,16271-289",https://www.scopus.com/record/display.url?eid=2-s2.0-85178434798&origin=resultslist,-,Article,,2-s2.0-85178434798,-,Universidad Autónoma Metropolitana| Universidad Iberoamericana (UIA),505017| 702731,Academic,2.0,60011923| 60014923,Universidad Iberoamericana| Universidad Autónoma Metropolitana,-,-,55911273300,55911273300,Mexico,1.0,1208,Literature and Literary Theory,1,Arts & Humanities,123,English Language & Literature,33,Arts and Humanities,47| 36,"Language, Communication And Culture| Creative Arts And Writing",4703| 3601| 3604,"Language studies| Art history, theory and criticism| Performing arts",-,Integration of Robotics and Action Recognition Techniques,338,95.683,Puppetry and Material Culture in Performance Art,55428,31.972,Defensible,2023.0,0.0,N/A,"Cazés Gryj, D.",Universidad Autónoma Metropolitana| Universidad Iberoamericana (UIA),Mexico,0
