Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
59238800300,59238800300,Spirochromene and spiroindene compounds as antioxidants,"Morales-García, B.C.| Pérez-González, A.| Galano, A.",3.0,59238800300| 39062031900| 55995932900,2024.0,2024-12-15,Journal of Molecular Structure,1318,-,-,139355,ISSN-00222860,24642.0,Journal,Elsevier B.V.,English,1,30,8,16,0.628,32,2.46,31.0,2.0,0.29,7.0,45.0,58.0,0.0,0.0,"Morales-García, B.C., Pérez-González, A., Galano, A. (2024).Spirochromene and spiroindene compounds as antioxidants. Journal of Molecular Structure,1318",https://www.scopus.com/record/display.url?eid=2-s2.0-85199889172&origin=resultslist,10.1016/j.molstruc.2024.139355,Article,,2-s2.0-85199889172,-,Consejo Nacional de Ciencia y Tecnologia Mexico| Universidad Autónoma Metropolitana,704696| 505017,Government| Academic,2.0,60028381| 60027998,"Universidad Autónoma Metropolitana -Unidad Iztapalapa| Secretaría de Ciencia, Humanidades, Tecnología e Innovación",59238800300,55995932900,39062031900,-,Mexico,1.0,1602| 1604| 1605| 1607,Analytical Chemistry| Inorganic Chemistry| Organic Chemistry| Spectroscopy,4| 2,Natural Sciences| Engineering & Technology,409| 249,Chemistry| Engineering - Petroleum,37,Physical Sciences,34,Chemical Sciences,3402,Inorganic chemistry,-,Radical Mechanisms in Alkaloid Chemistry,1178,12.492,Mechanisms of Radical Scavenging in Antioxidants,7544,93.035,Definitive,2024.0,2.0,N/A,"Morales-García, B.C.| Pérez-González, A.| Galano, A.",Consejo Nacional de Ciencia y Tecnologia Mexico| Universidad Autónoma Metropolitana,Mexico,0
