Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57203014236,57203014236,Depression and food consumption in mexican college students,"Lazarevich, I.| Irigoyen Camacho, M.E.| Velázquez-Alva, M.C.| Flores, N.L.| Nájera Medina, O.| Zepeda Zepeda, M.A.",6.0,55672350700| 6603265505| 24759448600| 57203014236| 6504614011| 6505940652,2018.0,2018-01-01,Nutricion Hospitalaria,35,3,620-626,-,ISSN-02121611,14786.0,Journal,ARAN Ediciones S.A.,English,0.54,62,1.9,58,0.34,59,2.74,122.0,46.0,1.11,10.82,11.0,26.0,0.0,0.0,"Lazarevich, I., Irigoyen Camacho, M.E., Velázquez-Alva, M.C. and 3 more (...) (2018).Depression and food consumption in mexican college students. Nutricion Hospitalaria,35(3) 620-626",https://www.scopus.com/record/display.url?eid=2-s2.0-85050294621&origin=resultslist,10.20960/nh.1500,Article,Gold,2-s2.0-85050294621,29974771,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,55672350700,6505940652,55672350700,-,Mexico,1.0,2701| 2916,Medicine (miscellaneous)| Nutrition and Dietetics,5,Life Sciences & Medicine,532| 534,Medicine| Nursing,34,Medical and Health,32,Biomedical And Clinical Sciences,3213| 3210| 3202,Paediatrics| Nutrition and dietetics| Clinical sciences,-,Nutrition Patterns and Health Outcomes Across Cultures,458,89.601,Dietary Patterns and Their Impact on Depression,18805,97.277,Very Good,2018.0,46.0,N/A,"Lazarevich, I.| Irigoyen Camacho, M.E.| Velázquez-Alva, M.C.| Flores, N.L.| Nájera Medina, O.| Zepeda Zepeda, M.A.",Universidad Autónoma Metropolitana,Mexico,0
