Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
54880537200,54880537200,EXTENDED COGNITION AND SYMBOLS OF THE MAZATEC “VELADA” WITH PSILOCYBIN MUSHROOMS,"Rojas, S.C.| Mercadillo, R.E.",2.0,54880537200| 18042269600,2024.0,2024-01-01,Andamios,21,54,179-210,-,ISSN-18700063,12100155723.0,Journal,Universidad Nacional Autonoma de Mexico,Spanish,0.43,69,0.4,52,0.179,47,0.46,11.0,1.0,0.36,2.81,56.0,54.0,0.0,0.0,"Rojas, S.C., Mercadillo, R.E. (2024).EXTENDED COGNITION AND SYMBOLS OF THE MAZATEC “VELADA” WITH PSILOCYBIN MUSHROOMS. Andamios,21(54) 179-210",https://www.scopus.com/record/display.url?eid=2-s2.0-85185666790&origin=resultslist,10.29092/uacm.v21i54.1063,Article,Gold,2-s2.0-85185666790,-,Consejo Nacional de Ciencia y Tecnologia Mexico| Universidad Autónoma Metropolitana,704696| 505017,Government| Academic,2.0,60028381| 60014923| 60027998,"Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma Metropolitana| Secretaría de Ciencia, Humanidades, Tecnología e Innovación",54880537200,18042269600,-,-,Mexico,1.0,1200| 3300,General Arts and Humanities| General Social Sciences,3| 1,Social Sciences & Management| Arts & Humanities,-,-,33| 40,Arts and Humanities| Social Sciences,44| 50,Human Society| Philosophy And Religious Studies,5003| 4401| 4408,Philosophy| Anthropology| Political science,-,Psychoactive Substances and Forensic Toxicology Insights,803,71.092,Psychedelics and Their Transformative Effects on Consciousness,4037,99.653,Definitive,2024.0,1.0,N/A,"Rojas, S.C.| Mercadillo, R.E.",Consejo Nacional de Ciencia y Tecnologia Mexico| Universidad Autónoma Metropolitana,Mexico,0
