Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
59391198800,59391198800,"Molecular dynamics at the interface of polysaccharide, lipid and protein metabolism","Pacheco-Gómez, V.| Caballero-Zamora, A.| Vargas Magaña, J.J.| Prado-Rebolledo, O.F.| García-Casillas, A.C.",5.0,59391198800| 56527125200| 16200291600| 26432242700| 57208144095,2023.0,2023-01-01,Archivos de Zootecnia,73,281,32-44,-,ISSN-00040592,11700154375.0,Journal,UCOPress. Editorial Universidad de Cordoba,Spanish,0.22,84,0.5,93,0.14,94,0.4,6.0,0.0,0.0,5.3,77.0,77.0,0.0,0.0,"Pacheco-Gómez, V., Caballero-Zamora, A., Vargas Magaña, J.J. and 2 more (...) (2023).Molecular dynamics at the interface of polysaccharide, lipid and protein metabolism. Archivos de Zootecnia,73(281) 32-44",https://www.scopus.com/record/display.url?eid=2-s2.0-85207920175&origin=resultslist,10.21071/az.v73i281.5782,Article,,2-s2.0-85207920175,-,Universidad Autónoma Metropolitana| Universidad de Colima| Universidad Autónoma de Campeche,505017| 505054| 713806,Academic,3.0,60014923| 60013136| 60024551,Universidad Autónoma Metropolitana| Universidad Autónoma de Campeche| Universidad de Colima,59391198800,57208144095,57208144095,-,Mexico,1.0,1103,Animal Science and Zoology,5,Life Sciences & Medicine,502,Agriculture & Forestry,32,Life Sciences,30,"Agricultural, Veterinary And Food Sciences",3003,Animal production,-,Histone Modulation and Gene Expression Dynamics,417,68.215,Ribosomal Mechanisms in Protein Biosynthesis Dynamics,2911,92.68,Definitive,2023.0,0.0,N/A,"Pacheco-Gómez, V.| Caballero-Zamora, A.| Vargas Magaña, J.J.| Prado-Rebolledo, O.F.| García-Casillas, A.C.",Universidad Autónoma Metropolitana| Universidad de Colima| Universidad Autónoma de Campeche,Mexico,0
