Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
58762314000,58762314000,Knowledge mobilization in Type 2 Diabetes Mellitus (T2DM) researchers: an approach to the Mexican national health system,"García-Cruz, J.C.| Oliveira Vera-Cruz, J.A.",2.0,58080661100| 58762314000,2023.0,2023-01-01,"Tapuya: Latin American Science, Technology and Society",6,1,-,2232042,ISSN-25729861,21100908534.0,Journal,Routledge,English,1.12,22,1.6,38,0.417,25,0.27,7.0,1.0,0.12,8.04,65.0,72.0,0.0,0.0,"García-Cruz, J.C., Oliveira Vera-Cruz, J.A. (2023).Knowledge mobilization in Type 2 Diabetes Mellitus (T2DM) researchers: an approach to the Mexican national health system. Tapuya: Latin American Science, Technology and Society,6(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85179656162&origin=resultslist,10.1080/25729861.2023.2232042,Article,Gold|Green,2-s2.0-85179656162,-,Consejo Nacional de Ciencia y Tecnologia Mexico| Universidad Autónoma Metropolitana,704696| 505017,Academic| Government,2.0,60027998| 60010210,"Secretaría de Ciencia, Humanidades, Tecnología e Innovación| Universidad Autónoma Metropolitana Unidad Xochimilco",58080661100,58762314000,58080661100,-,Mexico,1.0,1000| 3300,Multidisciplinary| General Social Sciences,3,Social Sciences & Management,-,-,40,Social Sciences,50| 44,Philosophy And Religious Studies| Human Society,5002| 4410| 4401,History and philosophy of specific fields| Sociology| Anthropology,SDG 3,Evidence-Based Practice in Health Service Delivery,1304,43.689,Knowledge Translation in Health Care Policy,5154,94.387,Definitive,2023.0,1.0,N/A,"García-Cruz, J.C.| Oliveira Vera-Cruz, J.A.",Consejo Nacional de Ciencia y Tecnologia Mexico| Universidad Autónoma Metropolitana,Mexico,0
