Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57205093703,57205093703,Geodesic completeness of a ring wormhole,"Del Águila, J.C.| Matos, T.",2.0,57205093703| 56013746300,2023.0,2023-03-15,Physical Review D,107,6,-,064047,ISSN-24700010,21100779241.0,Journal,American Physical Society,English,1.11,22,9.3,7,1.587,10,0.97,13.0,2.0,0.2,9.92,56.0,66.0,0.0,0.0,"Del Águila, J.C., Matos, T. (2023).Geodesic completeness of a ring wormhole. Physical Review D,107(6) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85151252591&origin=resultslist,10.1103/PhysRevD.107.064047,Article,Green,2-s2.0-85151252591,-,Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional| Universidad Autónoma Metropolitana,505002| 505017,Government| Academic,2.0,60028381| 60017323| 129421005,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional| The Instituto Avanzado de Cosmología (IAC),57205093703,56013746300,-,-,Mexico,1.0,3106,Nuclear and High Energy Physics,4,Natural Sciences,439,Physics & Astronomy,37,Physical Sciences,51,Physical Sciences,5107| 5101| 5106,Particle and high energy physics| Astronomical sciences| Nuclear and plasma physics,-,Interplay of Quantum Gravity and Cosmological Models,22,91.302,the Dynamics of Wormholes and Black Holes,9323,95.589,Definitive,2023.0,2.0,N/A,"Del Águila, J.C.| Matos, T.",Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional| Universidad Autónoma Metropolitana,Mexico,0
