Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57196037437,57196037437,Networks of journalists to overcome fear: Emotional communities in the face of state violence. The case of Mexico,"López, O.| López, G.",2.0,57212180707| 57196037437,2017.0,2017-10-01,Revista de Estudios Sociales,2017,62,54-66,-,ISSN-0123885X,5600155076.0,Journal,"Universidad de los Andes, Bogota Colombia",Spanish,0.64,53,0.5,35,0.166,34,1.29,30.0,3.0,0.3,3.38,62.0,57.0,0.0,0.0,"López, O., López, G. (2017).Networks of journalists to overcome fear: Emotional communities in the face of state violence. The case of Mexico. Revista de Estudios Sociales,2017(62) 54-66",https://www.scopus.com/record/display.url?eid=2-s2.0-85031110727&origin=resultslist,10.7440/res62.2017.06,Article,Gold|Green,2-s2.0-85031110727,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60032442| 119592349| 60010210,Universidad Nacional Autónoma de México| Red Nacional de Investigadores en los Estudios Socioculturales de las Emociones (RENISCE)| Universidad Autónoma Metropolitana Unidad Xochimilco,57212180707,57196037437,-,-,Mexico,1.0,1201| 1202| 3300| 3312| 3316| 3318,Arts and Humanities (miscellaneous)| History| General Social Sciences| Sociology and Political Science| Cultural Studies| Gender Studies,3| 1,Social Sciences & Management| Arts & Humanities,126| 342| 311,History| Sociology| Communication & Media Studies,33| 40,Arts and Humanities| Social Sciences,44,Human Society,4410| 4402| 4401,Sociology| Criminology| Anthropology,-,Cultural Geography and Affective Urban Landscapes,1126,18.967,Cultural Significance of Emotions in Historical Contexts,13830,63.594,Defensible,2017.0,3.0,N/A,"López, O.| López, G.",Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,Mexico,0
