Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
16751672900,16751672900,Tyrosine phosphorylation as evidence of epididymal cauda participation in the sperm maturation process of Corynorhinus mexicanus bat,"Rodríguez-Tobón, A.| Fierro, R.| León-Galván, M.A.| Rosado, A.| Cortés-Barberena, E.| Arenas-Ríos, E.",6.0,57189640433| 56013849800| 6508085465| 16751672900| 7005209396| 11540211600,2016.0,2016-07-01,Acta Zoologica,97,3,310-318,-,ISSN-00017272,24104.0,Journal,Blackwell Publishing Ltd,English,0.7,47,2.3,27,0.444,42,0.45,18.0,4.0,0.0,7.13,58.0,71.0,0.0,0.0,"Rodríguez-Tobón, A., Fierro, R., León-Galván, M.A. and 3 more (...) (2016).Tyrosine phosphorylation as evidence of epididymal cauda participation in the sperm maturation process of Corynorhinus mexicanus bat. Acta Zoologica,97(3) 310-318",https://www.scopus.com/record/display.url?eid=2-s2.0-84973657515&origin=resultslist,10.1111/azo.12124,Article,,2-s2.0-84973657515,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,57189640433,11540211600,11540211600,-,Mexico,1.0,1103| 1105| 1307,"Animal Science and Zoology| Ecology, Evolution, Behavior and Systematics| Cell Biology",5,Life Sciences & Medicine,507| 502,Biological Sciences| Agriculture & Forestry,32,Life Sciences,31,Biological Sciences,3109,Zoology,-,Sperm Quality and Male Fertility Factors,323,58.862,Mechanisms of Sperm Capacitation and Acrosome Reaction,3600,90.391,Very Good,2016.0,4.0,N/A,"Rodríguez-Tobón, A.| Fierro, R.| León-Galván, M.A.| Rosado, A.| Cortés-Barberena, E.| Arenas-Ríos, E.",Universidad Autónoma Metropolitana,Mexico,0
