Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57338537200,57338537200,Insight into the optical absorption and luminescent properties due to the presence of Pr4+ in Pr-doped Y2O3,"López-Pacheco, G.| Padilla-Rosales, I.| Miguel-Eugenio, A.| Barrera-Calva, E.| Rosas, R.| González, F.",6.0,57201879150| 34168333100| 57338537200| 55595436000| 57190841142| 56000780400,2022.0,2022-02-01,Journal of Luminescence,242,-,-,118596,ISSN-00222313,12179.0,Journal,Elsevier B.V.,English,0.96,32,7,17,0.597,32,2.09,46.0,8.0,0.55,12.84,36.0,46.0,0.0,0.0,"López-Pacheco, G., Padilla-Rosales, I., Miguel-Eugenio, A. and 3 more (...) (2022).Insight into the optical absorption and luminescent properties due to the presence of Pr4+ in Pr-doped Y2O3. Journal of Luminescence,242",https://www.scopus.com/record/display.url?eid=2-s2.0-85119062449&origin=resultslist,10.1016/j.jlumin.2021.118596,Article,,2-s2.0-85119062449,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,57201879150,56000780400,56000780400,-,Mexico,1.0,1303| 1304| 1600| 3104| 3107,"Biochemistry| Biophysics| General Chemistry| Condensed Matter Physics| Atomic and Molecular Physics, and Optics",5| 4,Life Sciences & Medicine| Natural Sciences,439| 507| 409,Physics & Astronomy| Biological Sciences| Chemistry,37| 32,Physical Sciences| Life Sciences,34,Chemical Sciences,3402,Inorganic chemistry,-,Luminescent Phosphors and Upconversion Nanomaterials Applications,58,96.01,Persistent Luminescence Properties of Phosphor Materials,2900,98.568,Very Good,2022.0,8.0,N/A,"López-Pacheco, G.| Padilla-Rosales, I.| Miguel-Eugenio, A.| Barrera-Calva, E.| Rosas, R.| González, F.",Universidad Autónoma Metropolitana,Mexico,0
