Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
59396700800,59396700800,Two forms of syndicalism in Mexico public sector under an authoritarian government (2012-2018): Social security union and Oaxacan section of workers education national union,"Peebles, M.C.| Merlo, R.E.O.",2.0,59396700800| 59828683700,2019.0,2019-01-01,Journal of Labor and Society,22,2,477-490,-,ISSN-24714607,21101122746.0,Journal,Brill Academic Publishers,English,0.86,40,-,-,-,-,0.0,3.0,0.0,0.0,3.63,82.0,75.0,0.0,0.0,"Peebles, M.C., Merlo, R.E.O. (2019).Two forms of syndicalism in Mexico public sector under an authoritarian government (2012-2018): Social security union and Oaxacan section of workers education national union. Journal of Labor and Society,22(2) 477-490",https://www.scopus.com/record/display.url?eid=2-s2.0-85208221168&origin=resultslist,10.1111/lands.12405,Article,,2-s2.0-85208221168,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923| 60028381,Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana -Unidad Iztapalapa,59396700800,59828683700,59396700800| 59828683700,-,Mexico,1.0,1202| 2002| 3301| 3312| 3316| 3320,History| Economics and Econometrics| Social Sciences (miscellaneous)| Sociology and Political Science| Cultural Studies| Political Science and International Relations,1| 3,Arts & Humanities| Social Sciences & Management,317| 126| 342| 311| 340,Economics & Econometrics| History| Sociology| Communication & Media Studies| Politics & International Studies,33| 40| 35,Arts and Humanities| Social Sciences| Business and Economics,-,-,-,-,-,Collective Bargaining and Taxation in Labor Markets,971,55.199,Revitalization of Trade Unions and Labor Relations,4662,85.796,Defensible,2019.0,0.0,N/A,"Peebles, M.C.| Merlo, R.E.O.",Universidad Autónoma Metropolitana,Mexico,0
