Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57219216592,57219216592,Harris’s hawks (Parabuteo unicinctus) hematological parameters in different tropical locations,"Herrera-Barragan, J.A.| Rodriguez-Hernandez, F.| Camarillo-Flores, R.| Quintero, G.E.| Gual-Sill, F.| Perez-Rivero, J.J.",6.0,8681044000| 57219215517| 57219216592| 57202719720| 6507134198| 22986520000,2020.0,2020-01-01,Veterinary Research Forum,11,3,281-283,-,ISSN-20088140,21100882155.0,Journal,Urmia University - Faculty of Veterinary Medicine,English,0.57,60,1,57,0.256,55,0.28,6.0,0.0,0.0,5.54,83.0,78.0,0.0,0.0,"Herrera-Barragan, J.A., Rodriguez-Hernandez, F., Camarillo-Flores, R. and 3 more (...) (2020).Harris’s hawks (Parabuteo unicinctus) hematological parameters in different tropical locations. Veterinary Research Forum,11(3) 281-283",https://www.scopus.com/record/display.url?eid=2-s2.0-85091716218&origin=resultslist,10.30466/vrf.2019.93254.2251,Article,,2-s2.0-85091716218,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923| 60028381| 114106728,Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Polytechnic University of Aguascalientes,8681044000,22986520000,22986520000,-,Mexico,1.0,3400,General Veterinary,5,Life Sciences & Medicine,546,Veterinary Science,32,Life Sciences,30,"Agricultural, Veterinary And Food Sciences",3009| 3006| 3003,Veterinary sciences| Food sciences| Animal production,-,Ferroptosis and Iron Metabolism in Health,865,92.544,Hematological Profiles and Parameters in Aves,14139,54.741,Definitive,2020.0,0.0,N/A,"Herrera-Barragan, J.A.| Rodriguez-Hernandez, F.| Camarillo-Flores, R.| Quintero, G.E.| Gual-Sill, F.| Perez-Rivero, J.J.",Universidad Autónoma Metropolitana,Mexico,0
