Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57221141172,57221141172,"Mixed cages: Monotonicity, connectivity and upper bounds","Araujo-Pardo, G.| De la Cruz, C.| González-Moreno, D.",3.0,55995895200| 57221141172| 24331232700,2022.0,2022-05-01,Discrete Mathematics,345,5,-,112792,ISSN-0012365X,25892.0,Journal,Elsevier B.V.,English,1.1,25,1.5,47,0.794,25,0.95,12.0,5.0,0.58,5.22,46.0,45.0,0.0,0.0,"Araujo-Pardo, G., De la Cruz, C., González-Moreno, D. (2022).Mixed cages: Monotonicity, connectivity and upper bounds. Discrete Mathematics,345(5) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85122656818&origin=resultslist,10.1016/j.disc.2021.112792,Article,,2-s2.0-85122656818,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60032442| 60014923| 60024080,Universidad Nacional Autónoma de México| Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana Unidad Cuajimalpa,55995895200,24331232700,55995895200,-,Mexico,1.0,2607| 2614,Discrete Mathematics and Combinatorics| Theoretical Computer Science,2| 4,Engineering & Technology| Natural Sciences,212| 431,Computer Science & Information Systems| Mathematics,37,Physical Sciences,49,Mathematical Sciences,4901| 4904,Applied mathematics| Pure mathematics,-,Network Architecture and Security,238,41.661,Cayley Graphs and Degree-Diameter Relationships,31409,38.114,Definitive,2022.0,5.0,N/A,"Araujo-Pardo, G.| De la Cruz, C.| González-Moreno, D.",Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,Mexico,0
