Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57218894888,57218894888,Living between the sea and the land: Maritime geographies from the perspective of haptic knowledge,"Peláez González, C.",1.0,57218894888,2020.0,2020-01-01,Digithum,2020,25,1-11,-,ISSN-15752275,21100416319.0,Journal,Universitat Oberta de Catalunya,Spanish,1.15,25,0.7,18,0.159,60,0.64,15.0,3.0,0.52,3.81,62.0,45.0,0.0,0.0,"Peláez González, C. (2020).Living between the sea and the land: Maritime geographies from the perspective of haptic knowledge. Digithum,2020(25) 1-11",https://www.scopus.com/record/display.url?eid=2-s2.0-85090628221&origin=resultslist,10.7238/d.v0i25.3207,Article,Gold|Green,2-s2.0-85090628221,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,-,-,57218894888,57218894888,Mexico,1.0,1200| 3300,General Arts and Humanities| General Social Sciences,1| 3,Arts & Humanities| Social Sciences & Management,-,-,33| 40,Arts and Humanities| Social Sciences,44| 50,Human Society| Philosophy And Religious Studies,4410| 5003| 5004,Sociology| Philosophy| Religious studies,-,Cultural Geography and Affective Urban Landscapes,1126,18.967,Affective Geographies and the Politics of Experience,2890,95.279,Defensible,2020.0,3.0,N/A,"Peláez González, C.",Universidad Autónoma Metropolitana,Mexico,0
