Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57411717200,57411717200,EVALUATION OF THE ANTIBACTERIAL ACTIVITY OF SALVIA PURPUREA CAV.,"Velasco-Lezama, R.| Quintero-Reyes, M.| Tapia-Aguilar, R.| Cerón-Ramírez, R.| Santana-Carrillo, J.",5.0,6506434505| 57412124900| 9435298500| 57411992600| 57411717200,2021.0,2021-12-30,Pharmacologyonline,3,-,413-420,-,ISSN-18278620,5800179590.0,Journal,SILAE (Italo-Latin American Society of Ethnomedicine),English,0.36,73,-,-,-,-,0.78,16.0,0.0,0.0,10.89,82.0,79.0,0.0,0.0,"Velasco-Lezama, R., Quintero-Reyes, M., Tapia-Aguilar, R. and 2 more (...) (2021).EVALUATION OF THE ANTIBACTERIAL ACTIVITY OF SALVIA PURPUREA CAV.. Pharmacologyonline,3413-420",https://www.scopus.com/record/display.url?eid=2-s2.0-85122793798&origin=resultslist,-,Article,,2-s2.0-85122793798,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,6506434505,57411717200,6506434505,-,Mexico,1.0,3002| 3004,Drug Discovery| Pharmacology,5,Life Sciences & Medicine,537,Pharmacy & Pharmacology,34,Medical and Health,30| 32| 42,"Agricultural, Veterinary And Food Sciences| Biomedical And Clinical Sciences| Health Sciences",4208| 3009| 3214,"Traditional, complementary and integrative medicine| Veterinary sciences| Pharmacology and pharmaceutical sciences",-,Antioxidant and Antimicrobial Properties of Essential Oils,275,87.901,Salvia Species: Antioxidant and Antimicrobial Potential,8879,90.823,Very Good,2021.0,0.0,N/A,"Velasco-Lezama, R.| Quintero-Reyes, M.| Tapia-Aguilar, R.| Cerón-Ramírez, R.| Santana-Carrillo, J.",Universidad Autónoma Metropolitana,Mexico,0
