Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57205700503,57205700503,The Legacy of President Lázaro Cárdenas for Health Care Reform in Today's Mexico,"Browner, C.H.| Leal Fernández, G.| Sánchez-Pérez, H.J.",3.0,7003279713| 57205700503| 6603715592,2024.0,2024-07-01,International Journal of Social Determinants of Health and Health Services,54,3,309-320,-,ISSN-27551938,21101163252.0,Journal,SAGE Publications Inc.,English,0.78,43,6.4,12,0.844,22,0.55,7.0,3.0,0.75,4.0,38.0,37.0,0.0,0.0,"Browner, C.H., Leal Fernández, G., Sánchez-Pérez, H.J. (2024).The Legacy of President Lázaro Cárdenas for Health Care Reform in Today's Mexico. International Journal of Social Determinants of Health and Health Services,54(3) 309-320",https://www.scopus.com/record/display.url?eid=2-s2.0-85191030442&origin=resultslist,10.1177/27551938241245675,Article,Hybrid gold|Green,2-s2.0-85191030442,38646663,Universidad Autónoma Metropolitana| University of California at Los Angeles,505017| 508262,Academic,2.0,60006511| 60027550| 60010210| 131182331,"Jane & Terry Semel Institute for Neuroscience & Human Behavior| University of California, Los Angeles| Universidad Autónoma Metropolitana Unidad Xochimilco| Gender",7003279713,6603715592,7003279713,-,Mexico| United States,2.0,2700| 2719| 3306,General Medicine| Health Policy| Health (social science),5| 3,Life Sciences & Medicine| Social Sciences & Management,532,Medicine,40| 34,Social Sciences| Medical and Health,-,-,-,-,SDG 3| SDG 10,Cultural Identity and Racial Dynamics in Brazil,1414,7.914,Public Health Dynamics in Twentieth Century Colombia,29361,43.616,Definitive,2024.0,3.0,N/A,"Browner, C.H.| Leal Fernández, G.| Sánchez-Pérez, H.J.",Universidad Autónoma Metropolitana| University of California at Los Angeles,Mexico| United States,0
