Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
53563540100,53563540100,Revolutionary efforts and religious problems in the constituent congress of 1916-1917. A study of parliamentary dynamics,"Argudín, M.L.",1.0,53563540100,2017.0,2017-09-01,Secuencia,-,99,65-92,-,ISSN-01860348,19400157126.0,Journal,Instituto de Investigaciones Dr. Jose Maria Luis Mora,Spanish,0.4,71,0.1,85,0.101,82,0.37,9.0,2.0,0.0,2.49,67.0,72.0,0.0,0.0,"Argudín, M.L. (2017).Revolutionary efforts and religious problems in the constituent congress of 1916-1917. A study of parliamentary dynamics. Secuencia,(99) 65-92",https://www.scopus.com/record/display.url?eid=2-s2.0-85029213250&origin=resultslist,10.18234/secuencia.v0i99.1416,Article,Gold|Green,2-s2.0-85029213250,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60023193,Universidad Autónoma Metropolitana - Azcapotzalco,-,-,53563540100,53563540100,Mexico,1.0,1202| 3312| 3316,History| Sociology and Political Science| Cultural Studies,3| 1,Social Sciences & Management| Arts & Humanities,342| 311| 126,Sociology| Communication & Media Studies| History,40| 33,Social Sciences| Arts and Humanities,36| 44| 43,"Creative Arts And Writing| Human Society| History, Heritage And Archaeology",4401| 4303| 3604,Anthropology| Historical studies| Performing arts,-,Cultural Dynamics and Social Integration in Latin America,1456,4.709,Catholicism and Political Identity in Mexico,85702,26.58,Definitive,2017.0,2.0,N/A,"Argudín, M.L.",Universidad Autónoma Metropolitana,Mexico,0
