Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
58149321600,58149321600,Karyorrhexis of Sovereignty: Necropolitization of Immunity,"Muñiz, R.| Vilchis, R.",2.0,58452930200| 58149321600,2023.0,2023-09-01,Critical Criminology,31,3,775-791,-,ISSN-12058629,145137.0,Journal,Springer Science and Business Media B.V.,English,1.09,23,3.3,12,0.422,22,0.1,2.0,0.0,0.0,4.73,77.0,77.0,0.0,0.0,"Muñiz, R., Vilchis, R. (2023).Karyorrhexis of Sovereignty: Necropolitization of Immunity. Critical Criminology,31(3) 775-791",https://www.scopus.com/record/display.url?eid=2-s2.0-85163949604&origin=resultslist,10.1007/s10612-023-09697-6,Article,,2-s2.0-85163949604,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,129898709| 60032442| 60014923,Rosario Castellanos Institute of Higher Studies of Mexico City| Universidad Nacional Autónoma de México| Universidad Autónoma Metropolitana,58452930200,58149321600,58452930200,-,Mexico,1.0,3308| 3312,Law| Sociology and Political Science,3,Social Sciences & Management,342| 328,Sociology| Law and Legal Studies,42| 40,Law| Social Sciences,44| 48,Human Society| Law And Legal Studies,4402| 4410| 4804,Criminology| Sociology| Law,SDG 16,Migration Dynamics and Socioeconomic Impacts,32,83.519,Violence and Governance in Mexico's Drug Trade,13729,86.033,Definitive,2023.0,0.0,N/A,"Muñiz, R.| Vilchis, R.",Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,Mexico,0
