Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57204127584,57204127584,Effect of synthesis variables of plasma synthesized polymers on growth of hepg2 cells,"Pérez-Tejada, E.| Morales-Corona, J.| Gómez-Quiróz, L.E.| Gutierrez-Ruiz, M.C.| Olayo, R.",5.0,57204127584| 26655036900| 56000734700| 7004019071| 7004460174,2017.0,2017-01-01,Biocell,41,2-3,41-43,-,ISSN-03279545,18414.0,Journal,Centro Regional de Invest. Cientif. y Tecn.,English,0.1,89,0.2,99,0.116,98,0.48,18.0,4.0,0.13,14.89,58.0,67.0,0.0,0.0,"Pérez-Tejada, E., Morales-Corona, J., Gómez-Quiróz, L.E. and 2 more (...) (2017).Effect of synthesis variables of plasma synthesized polymers on growth of hepg2 cells. Biocell,41(2-3) 41-43",https://www.scopus.com/record/display.url?eid=2-s2.0-85054555639&origin=resultslist,10.32604/biocell.2017.00041,Article,Bronze,2-s2.0-85054555639,-,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,505017| 505011,Academic,2.0,60028381| 60019176,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Instituto Politécnico Nacional,57204127584,7004460174,57204127584,-,Mexico,1.0,1307,Cell Biology,5,Life Sciences & Medicine,507,Biological Sciences,32,Life Sciences,31,Biological Sciences,3101,Biochemistry and cell biology,-,Nanostructured Films and Ion Transport Mechanisms,1011,42.708,Plasma Polymerization for Enhanced Surface Properties,7173,89.383,Very Good,2017.0,4.0,N/A,"Pérez-Tejada, E.| Morales-Corona, J.| Gómez-Quiróz, L.E.| Gutierrez-Ruiz, M.C.| Olayo, R.",Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,Mexico,0
