Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57197999932,57197999932,Learning discourse relations from news reports: An event-driven approach,"Reyes, J.A.| Montes, A.",2.0,57197999932| 18038292800,2016.0,2016-01-01,IEEE Latin America Transactions,14,1,356-363,7430101,ISSN-15480992,19700181218.0,Journal,IEEE Computer Society,Spanish,0.65,51,0.8,70,0.227,50,0.92,20.0,4.0,0.3,6.76,58.0,56.0,0.0,0.0,"Reyes, J.A., Montes, A. (2016).Learning discourse relations from news reports: An event-driven approach. IEEE Latin America Transactions,14(1) 356-363",https://www.scopus.com/record/display.url?eid=2-s2.0-84963795263&origin=resultslist,10.1109/TLA.2016.7430101,Article,,2-s2.0-84963795263,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60023193| 60032442,Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Nacional Autónoma de México,57197999932,18038292800,-,-,Mexico,1.0,1700| 2208,General Computer Science| Electrical and Electronic Engineering,2,Engineering & Technology,212| 221| 249,Computer Science & Information Systems| Engineering - Electrical & Electronic| Engineering - Petroleum,38| 36,Computer Science| Engineering,40,Engineering,-,-,-,Machine Learning Techniques in Sentiment Analysis,5,99.738,Discourse Relations and Structural Analysis in Texts,12865,83.117,Defensible,2016.0,4.0,N/A,"Reyes, J.A.| Montes, A.",Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,Mexico,0
