Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
58172890800,58172890800,Wigner function for polymer particle and Galileo relativity,"Morales-Técotl, H.A.| Rivera, M.| Turrubiates, F.J.| Villa, K.",4.0,55989771800| 58173532900| 6602481230| 58172890800,2023.0,2023-05-01,Annals of Physics,452,-,-,169298,ISSN-00034916,27002.0,Journal,Academic Press Inc.,English,0.95,30,5.3,26,0.804,23,0.51,8.0,0.0,0.0,11.8,77.0,77.0,0.0,0.0,"Morales-Técotl, H.A., Rivera, M., Turrubiates, F.J. and 1 more (...) (2023).Wigner function for polymer particle and Galileo relativity. Annals of Physics,452",https://www.scopus.com/record/display.url?eid=2-s2.0-85151877953&origin=resultslist,10.1016/j.aop.2023.169298,Article,,2-s2.0-85151877953,-,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,505017| 505011,Academic,2.0,60028381| 60019176,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Instituto Politécnico Nacional,55989771800,58172890800,6602481230,-,Mexico,1.0,3100,General Physics and Astronomy,4,Natural Sciences,439,Physics & Astronomy,37,Physical Sciences,51| 49,Physical Sciences| Mathematical Sciences,-,-,-,Interplay of Quantum Gravity and Cosmological Models,22,91.302,Quantum Gravity and Black Hole Cosmology,3161,89.743,Definitive,2023.0,0.0,N/A,"Morales-Técotl, H.A.| Rivera, M.| Turrubiates, F.J.| Villa, K.",Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,Mexico,0
