Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57195592640,57195592640,Modeling in trigonometric functionality development thinking of middle school mexican students,"Beltrán Soria, M.P.| Montiel Espinosa, G.",2.0,57195592640| 56715791300,2016.0,2016-01-01,Revista Latinoamericana de Investigacion en Matematica Educativa,19,3,255-286,-,ISSN-16652436,19700173306.0,Journal,Comite Latinoamericano de Matematica Educativa,Spanish,1.3,16,1,54,0.47,38,0.15,26.0,0.0,0.0,4.77,81.0,71.0,0.0,0.0,"Beltrán Soria, M.P., Montiel Espinosa, G. (2016).Modeling in trigonometric functionality development thinking of middle school mexican students. Revista Latinoamericana de Investigacion en Matematica Educativa,19(3) 255-286",https://www.scopus.com/record/display.url?eid=2-s2.0-85028997845&origin=resultslist,10.12802/relime.13.1931,Article,Gold|Green,2-s2.0-85028997845,-,Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional| Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,505002| 505017| 505011,Government| Academic,3.0,60028381| 60019176| 60017323,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Instituto Politécnico Nacional| Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional,57195592640,56715791300,-,-,Mexico,1.0,3304,Education,3,Social Sciences & Management,318,Education & Training,41,Education Studies,49| 51| 39,Mathematical Sciences| Physical Sciences| Education,5199| 4999| 3903,Other physical sciences| Other mathematical sciences| Education systems,-,Mathematics Education and Teacher Development Insights,472,69.065,Mathematics Education and Knowledge Application in Engineering,54140,35.219,Definitive,2016.0,0.0,N/A,"Beltrán Soria, M.P.| Montiel Espinosa, G.",Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional| Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,Mexico,0
