Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57710842100,57710842100,"PROJECT MINA ESPERANZA, MEXICO: A CONFLICTIVE PROCESS","Esteban, J.H.| Alonso, A.A.",2.0,57710842100| 56956282400,2022.0,2022-03-01,Universidad y Sociedad,14,2,482-495,-,ISSN-24152897,21101037901.0,Journal,"University of Cienfuegos, Carlos Rafael Rodriguez",Spanish,0.33,76,0.6,75,0.174,69,0.27,11.0,1.0,0.13,7.82,70.0,73.0,0.0,0.0,"Esteban, J.H., Alonso, A.A. (2022).PROJECT MINA ESPERANZA, MEXICO: A CONFLICTIVE PROCESS. Universidad y Sociedad,14(2) 482-495",https://www.scopus.com/record/display.url?eid=2-s2.0-85130709146&origin=resultslist,-,Article,,2-s2.0-85130709146,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,57710842100,56956282400,-,-,Mexico,1.0,1400| 2000| 3300| 3304,"General Business,Management and Accounting| General Economics,Econometrics and Finance| General Social Sciences| Education",3,Social Sciences & Management,308| 318| 317,Business & Management Studies| Education & Training| Economics & Econometrics,40| 35| 41,Social Sciences| Business and Economics| Education Studies,39| 35| 44,"Education| Commerce, Management, Tourism And Services| Human Society",3903| 4402| 3507,"Education systems| Criminology| Strategy, management and organisational behaviour",-,"Indigenous Rights, Autonomy, and Resource Management",1482,9.68,Mining Conflicts and Environmental Challenges in Mexico,70225,33.073,Defensible,2022.0,1.0,N/A,"Esteban, J.H.| Alonso, A.A.",Universidad Autónoma Metropolitana,Mexico,0
