Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
56287616800,56287616800,Numerical and Physical Parametric Analysis of a SEN with Flow Conditioners in Slab Continuous Casting Mold,"Gonzalez-Trejo, J.| Real-Ramirez, C.A.| Miranda-Tello, R.| Rivera-Perez, F.| Cervantes-De-La-Torre, F.",5.0,57254140000| 26653758600| 55389076500| 56287616800| 8444408400,2017.0,2017-06-01,Archives of Metallurgy and Materials,62,2,927-946,-,ISSN-17333490,9500153913.0,Journal,De Gruyter Open Ltd,English,0.64,53,1.4,40,0.311,48,1.02,28.0,10.0,0.5,8.03,42.0,47.0,0.0,0.0,"Gonzalez-Trejo, J., Real-Ramirez, C.A., Miranda-Tello, R. and 2 more (...) (2017).Numerical and Physical Parametric Analysis of a SEN with Flow Conditioners in Slab Continuous Casting Mold. Archives of Metallurgy and Materials,62(2) 927-946",https://www.scopus.com/record/display.url?eid=2-s2.0-85026867954&origin=resultslist,10.1515/amm-2017-0136,Article,Gold|Green,2-s2.0-85026867954,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60023193,Universidad Autónoma Metropolitana - Azcapotzalco,57254140000,8444408400,26653758600,-,Mexico,1.0,2506,Metals and Alloys,4,Natural Sciences,433,Materials Science,36,Engineering,40,Engineering,4016| 4019,Materials engineering| Resources engineering and extractive metallurgy,-,Steel Production and Quality Control,1052,21.779,Fluid Dynamics in Continuous Casting Processes,10802,79.783,Definitive,2017.0,10.0,N/A,"Gonzalez-Trejo, J.| Real-Ramirez, C.A.| Miranda-Tello, R.| Rivera-Perez, F.| Cervantes-De-La-Torre, F.",Universidad Autónoma Metropolitana,Mexico,0
