Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
59329721600,59329721600,"The neurons, the butterflies of the soul","Martínez, E.C.",1.0,59329721600,2021.0,2021-01-01,Psiquemag,10,1,23-24,-,ISSN-23070846,21101248362.0,Journal,Cesar Vallejo University,Spanish,0,95,-,-,-,-,0.07,7.0,0.0,0.0,11.0,82.0,79.0,0.0,0.0,"Martínez, E.C. (2021).The neurons, the butterflies of the soul. Psiquemag,10(1) 23-24",https://www.scopus.com/record/display.url?eid=2-s2.0-85204034312&origin=resultslist,10.18050/psiquemag.v10i1.2175,Article,Gold|Green,2-s2.0-85204034312,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,-,-,59329721600,59329721600,Mexico,1.0,2738| 3202| 3203| 3204,Psychiatry and Mental Health| Applied Psychology| Clinical Psychology| Developmental and Educational Psychology,3| 5,Social Sciences & Management| Life Sciences & Medicine,532| 541,Medicine| Psychology,39| 34,Psychology| Medical and Health,-,-,-,-,-,-,-,-,-,-,-,-,2021.0,0.0,N/A,"Martínez, E.C.",Universidad Autónoma Metropolitana,Mexico,0
