Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57221673970,57221673970,Atrazine biodegradation in soil by Aspergillus niger,"Herrera-Gallardo, B.E.| Guzmán-Gil, R.| Colín-Luna, J.A.| García-Martínez, J.C.| León-Santiesteban, H.H.| González-Brambila, O.M.| González-Brambila, M.M.",7.0,57221675161| 57221673970| 57203151379| 56371217600| 25223306000| 15848319100| 56013877200,2021.0,2021-04-01,Canadian Journal of Chemical Engineering,99,4,932-946,-,ISSN-00084034,16366.0,Journal,John Wiley and Sons Inc,English,0.72,49,3.9,38,0.432,43,0.96,28.0,19.0,0.91,14.25,21.0,31.0,0.0,0.0,"Herrera-Gallardo, B.E., Guzmán-Gil, R., Colín-Luna, J.A. and 4 more (...) (2021).Atrazine biodegradation in soil by Aspergillus niger. Canadian Journal of Chemical Engineering,99(4) 932-946",https://www.scopus.com/record/display.url?eid=2-s2.0-85099747484&origin=resultslist,10.1002/cjce.23924,Article,,2-s2.0-85099747484,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60023193| 107712878,Universidad Autónoma Metropolitana - Azcapotzalco| Aeropuertos y Servicios Auxiliares,57221675161,56013877200,56013877200,-,Mexico,1.0,1500,General Chemical Engineering,2,Engineering & Technology,219,Engineering - Chemical,36,Engineering,40,Engineering,4019| 4004,Resources engineering and extractive metallurgy| Chemical engineering,-,Organic Matter Dynamics in Environmental Systems,768,69.719,Atrazine Biodegradation and Soil Microbial Dynamics,11566,93.913,Very Good,2021.0,19.0,N/A,"Herrera-Gallardo, B.E.| Guzmán-Gil, R.| Colín-Luna, J.A.| García-Martínez, J.C.| León-Santiesteban, H.H.| González-Brambila, O.M.| González-Brambila, M.M.",Universidad Autónoma Metropolitana,Mexico,0
57221673970,57221673970,"Depolymerization of lignin by extracellular activity of Pycnoporus cinnabarinus, to obtain cellulose","Guzmán Gil, R.| González Brambila, O.M.| Velasco Bedrán, H.| García Martínez, J.C.| Colín Luna, J.A.| González Brambila, M.M.",6.0,57221673970| 15848319100| 17344508600| 56371217600| 57203151379| 56013877200,2023.0,2023-04-01,International Journal of Chemical Reactor Engineering,21,4,445-460,-,ISSN-21945748,130033.0,Journal,De Gruyter Open Ltd,English,0.43,68,2.7,58,0.307,58,1.5,32.0,2.0,0.15,13.01,56.0,70.0,0.0,0.0,"Guzmán Gil, R., González Brambila, O.M., Velasco Bedrán, H. and 3 more (...) (2023).Depolymerization of lignin by extracellular activity of Pycnoporus cinnabarinus, to obtain cellulose. International Journal of Chemical Reactor Engineering,21(4) 445-460",https://www.scopus.com/record/display.url?eid=2-s2.0-85141190215&origin=resultslist,10.1515/ijcre-2022-0037,Article,,2-s2.0-85141190215,-,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,505017| 505011,Academic,2.0,60023193| 129555066| 60019176,Universidad Autónoma Metropolitana - Azcapotzalco| Aeropuertos y Servicios Auxiliares| Instituto Politécnico Nacional,57221673970,56013877200,56013877200,-,Mexico,1.0,1500,General Chemical Engineering,2,Engineering & Technology,219,Engineering - Chemical,36,Engineering,40,Engineering,4004,Chemical engineering,SDG 7,Catalytic Polymerization and Coordination Complexes in Synthesis,707,27.665,Phenoxazine Compounds in Cancer and Viral Therapies,57366,54.306,Weak,2023.0,2.0,N/A,"Guzmán Gil, R.| González Brambila, O.M.| Velasco Bedrán, H.| García Martínez, J.C.| Colín Luna, J.A.| González Brambila, M.M.",Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,Mexico,0
