Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57040704800,57040704800,"Reassessing the LIS approach to traditional knowledge: learning from Xochimilco, Mexico city","Cox, A.M.| Tiago Martins, J.| Rivera González, G.",3.0,7402563906| 36461479500| 57040704800,2020.0,2020-08-10,Journal of Documentation,76,5,981-997,-,ISSN-00220418,12794.0,Journal,Emerald Group Holdings Ltd.,English,1.49,14,2.8,20,0.675,17,0.58,36.0,5.0,0.31,9.78,54.0,58.0,0.0,0.0,"Cox, A.M., Tiago Martins, J., Rivera González, G. (2020).Reassessing the LIS approach to traditional knowledge: learning from Xochimilco, Mexico city. Journal of Documentation,76(5) 981-997",https://www.scopus.com/record/display.url?eid=2-s2.0-85089163625&origin=resultslist,10.1108/JD-10-2019-0195,Article,,2-s2.0-85089163625,-,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional| University of Sheffield,505017| 505011| 315096,Academic,3.0,60001881| 60019176| 60014923,The University of Sheffield| Instituto Politécnico Nacional| Universidad Autónoma Metropolitana,7402563906,57040704800,7402563906,-,United Kingdom| Mexico,2.0,1710| 3309,Information Systems| Library and Information Sciences,2| 3,Engineering & Technology| Social Sciences & Management,329| 212,Library & Information Management| Computer Science & Information Systems,38| 40,Computer Science| Social Sciences,46| 43,"Information And Computing Sciences| History, Heritage And Archaeology",4609| 4302| 4610,"Information systems| Heritage, archive and museum studies| Library and information studies",SDG 8| SDG 10| SDG 11| SDG 12,Urban Policy and Livelihood Strategies in the Global South,1262,43.95,Urban Housing Dynamics in Informal Settlements,30744,57.301,Defensible,2020.0,5.0,N/A,"Cox, A.M.| Tiago Martins, J.| Rivera González, G.",Universidad Autónoma Metropolitana| Instituto Politécnico Nacional| University of Sheffield,United Kingdom| Mexico,0
