Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57213165779,57213165779,Method to construct graphs from real street networks in digital maps with applications in the search of optimal routes,"López Ortega, J.| Lopez-Sauceda, J.| Carrillo, J.G.| Sandoval, J.",4.0,57203943369| 22985656000| 57213149585| 57213165779,2019.0,2019-01-01,Informes de la Construccion,71,556,1-13,-,ISSN-00200883,12900154716.0,Journal,CSIC Consejo Superior de Investigaciones Cientificas,Spanish,0.64,55,0.7,33,0.186,37,1.27,65.0,3.0,0.23,8.59,62.0,63.0,0.0,0.0,"López Ortega, J., Lopez-Sauceda, J., Carrillo, J.G. and 1 more (...) (2019).Method to construct graphs from real street networks in digital maps with applications in the search of optimal routes. Informes de la Construccion,71(556) 1-13",https://www.scopus.com/record/display.url?eid=2-s2.0-85077602706&origin=resultslist,10.3989/ic.65988,Article,Gold|Green,2-s2.0-85077602706,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923| 121461964,Universidad Autónoma Metropolitana| CONACyT Consejo Nacional de Ciencia y Tecnología,57203943369,57213165779,57203943369,-,Mexico,1.0,2205| 2215| 2216| 2305,Civil and Structural Engineering| Building and Construction| Architecture| Environmental Engineering,1| 2,Arts & Humanities| Engineering & Technology,106| 220| 424,Architecture| Engineering - Civil & Structural| Environmental Sciences,36| 37| 33,Engineering| Physical Sciences| Arts and Humanities,33| 43| 40,"Built Environment And Design| History, Heritage And Archaeology| Engineering",4302| 3301| 4005,"Heritage, archive and museum studies| Architecture| Civil engineering",SDG 11,Optimized Logistics and Vehicle Routing Solutions,215,93.983,Dynamic Algorithms for Efficient Route Planning,5327,85.391,Defensible,2019.0,3.0,N/A,"López Ortega, J.| Lopez-Sauceda, J.| Carrillo, J.G.| Sandoval, J.",Universidad Autónoma Metropolitana,Mexico,0
