Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57191281818,57191281818,The multidimensionality of social wellbeing: interactions from the individual to the collective level in large cities,"Martínez-Martínez, O.A.| Ramírez-López, A.| Hernández Martínez, E.G.| Mac Kinney Romero, R.",4.0,56002739300| 57193225194| 56013570000| 57191281818,2023.0,2023-01-01,Frontiers in Sociology,8,-,-,1137797,ISSN-22977775,21101023171.0,Journal,Frontiers Media SA,English,1.04,25,3.4,24,0.739,17,1.03,31.0,3.0,0.54,5.52,49.0,46.0,0.0,0.0,"Martínez-Martínez, O.A., Ramírez-López, A., Hernández Martínez, E.G. and 1 more (...) (2023).The multidimensionality of social wellbeing: interactions from the individual to the collective level in large cities. Frontiers in Sociology,8",https://www.scopus.com/record/display.url?eid=2-s2.0-85170372755&origin=resultslist,10.3389/fsoc.2023.1137797,Article,Gold|Green,2-s2.0-85170372755,-,Universidad Autónoma Metropolitana| Universidad Iberoamericana (UIA),505017| 702731,Academic,2.0,60011923| 129468317| 60028381,Universidad Iberoamericana| Colegio de Postgraduados| Universidad Autónoma Metropolitana -Unidad Iztapalapa,56002739300,57191281818,56002739300,-,Mexico,1.0,3300,General Social Sciences,3,Social Sciences & Management,-,-,40,Social Sciences,44,Human Society,4410,Sociology,SDG 1,Emotional Wellbeing and Life Satisfaction Insights,466,86.2,Indicators of Quality of Life and Development,63926,58.441,Definitive,2023.0,3.0,N/A,"Martínez-Martínez, O.A.| Ramírez-López, A.| Hernández Martínez, E.G.| Mac Kinney Romero, R.",Universidad Autónoma Metropolitana| Universidad Iberoamericana (UIA),Mexico,0
