Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
56940831900,56940831900,On-line open-phase fault detection method for switched reluctance motors with bus current measurement,"de la Guerra, A.| Jimenez-Mondragon, V.M.| Torres, L.| Escarela-Perez, R.| Olivares-Galvan, J.C.",5.0,56940831900| 55804415200| 15766630000| 6701841506| 24081213500,2020.0,2020-12-01,Actuators,9,4,1-20,117,ISSN-20760825,21100836581.0,Journal,MDPI AG,English,1.04,30,3,37,0.383,47,0.75,19.0,6.0,0.44,11.44,50.0,50.0,0.0,0.0,"de la Guerra, A., Jimenez-Mondragon, V.M., Torres, L. and 2 more (...) (2020).On-line open-phase fault detection method for switched reluctance motors with bus current measurement. Actuators,9(4) 1-20",https://www.scopus.com/record/display.url?eid=2-s2.0-85096146938&origin=resultslist,10.3390/act9040117,Article,Gold|Green,2-s2.0-85096146938,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60023193| 60032442,Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Nacional Autónoma de México,56940831900,24081213500,6701841506,-,Mexico,1.0,2207| 2606,Control and Systems Engineering| Control and Optimization,4| 2,Natural Sciences| Engineering & Technology,212| 431,Computer Science & Information Systems| Mathematics,36| 37,Engineering| Physical Sciences,40,Engineering,4007| 4008,"Control engineering, mechatronics and robotics| Electrical engineering",-,Magnetic Field Analysis and Motor Design,313,63.309,Switched Reluctance Motor Design,238,96.856,Very Good,2020.0,6.0,N/A,"de la Guerra, A.| Jimenez-Mondragon, V.M.| Torres, L.| Escarela-Perez, R.| Olivares-Galvan, J.C.",Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,Mexico,0
