Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
58897151400,58897151400,Diffusion with two resetting points,"Julián-Salgado, P.| Dagdug, L.| Boyer, D.",3.0,58897151400| 55993762000| 7103060508,2024.0,2024-02-01,Physical Review E,109,2,-,024134,ISSN-24700045,21100855841.0,Journal,American Physical Society,English,0.88,36,4.2,17,0.705,27,1.13,11.0,17.0,3.74,4.55,7.0,5.0,0.0,0.0,"Julián-Salgado, P., Dagdug, L., Boyer, D. (2024).Diffusion with two resetting points. Physical Review E,109(2) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85186270588&origin=resultslist,10.1103/PhysRevE.109.024134,Article,,2-s2.0-85186270588,38491676,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60014923| 60032442,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,58897151400,7103060508,-,-,Mexico,1.0,2613| 3104| 3109,Statistics and Probability| Condensed Matter Physics| Statistical and Nonlinear Physics,2| 4,Engineering & Technology| Natural Sciences,439| 213| 431| 344,Physics & Astronomy| Data Science| Mathematics| Statistics & Operational Research,37,Physical Sciences,51| 49| 40,Physical Sciences| Mathematical Sciences| Engineering,-,-,-,Synthetic Biology Models in Metabolic Engineering,560,70.7,Stochastic Processes in Random Walk Dynamics,34382,88.544,Definitive,2024.0,17.0,N/A,"Julián-Salgado, P.| Dagdug, L.| Boyer, D.",Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,Mexico,0
