Autor,Autor_ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Año,Citas,Colaboracion,Autores,Instituciones,Regiones,Instituciones_Nacionales
57191282824,57191282824,The non-periphrastic gerund in Havana Spanish speech,"González, A.F.| Vega, M.A.",2.0,59117011500| 57191282824,2024.0,2024-01-01,Normas,14,1,28-41,-,ISSN-21747245,21101033947.0,Journal,Universitat de Valencia,Spanish,0.66,52,0.4,57,0.213,41,0.24,3.0,0.0,0.0,2.76,70.0,70.0,0.0,0.0,"González, A.F., Vega, M.A. (2024).The non-periphrastic gerund in Havana Spanish speech. Normas,14(1) 28-41",https://www.scopus.com/record/display.url?eid=2-s2.0-85192752413&origin=resultslist,10.7203/Normas.v14i1.28643,Article,Gold|Green,2-s2.0-85192752413,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,59117011500,57191282824,-,-,Mexico,1.0,1203| 3310,Language and Linguistics| Linguistics and Language,1,Arts & Humanities,130,Linguistics,33,Arts and Humanities,32| 47| 44,"Biomedical And Clinical Sciences| Language, Communication And Culture| Human Society",4401| 4703| 3209,Anthropology| Language studies| Neurosciences,-,Cognitive Linguistics and Language Development Insights,207,35.906,Pronouns and Anaphora in Discourse Dynamics,18408,54.935,Other,2024.0,0.0,N/A,"González, A.F.| Vega, M.A.",Universidad Autónoma Metropolitana,Mexico,0
